year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,yoy_change_units,yoy_percent_change,rolling_3yr_avg,cumulative_sfh_2000_2025,cumulative_sfh_2010_2025,cumulative_sfh_2020_2025,source_file
2011,state,45,South Carolina,45,,,,12852,15542,0.8269,2575246,2690,184973,2760219,161.0,1.27,12995.7,322487.0,25543.0,,st2011a.txt
2012,state,45,South Carolina,45,,,,15288,18708,0.8172,3188184,3420,254931,3443115,2436.0,18.95,13610.3,337775.0,40831.0,,st2012a.txt
2013,state,45,South Carolina,45,,,,20247,24725,0.8189,4540615,4478,341071,4881686,4959.0,32.44,16129.0,358022.0,61078.0,,st2013a.txt
2014,state,45,South Carolina,45,,,,21464,27537,0.7795,4953965,6073,470422,5424387,1217.0,6.01,18999.7,379486.0,82542.0,,st2014a.txt
2015,state,45,South Carolina,45,,,,24322,31030,0.7838,5661226,6708,581470,6242696,2858.0,13.32,22011.0,403808.0,106864.0,,st2015a.txt
2016,state,45,South Carolina,45,,,,26349,32165,0.8192,6233467,5816,490137,6723604,2027.0,8.33,24045.0,430157.0,133213.0,,st2016a.txt
2017,state,45,South Carolina,45,,,,28851,35521,0.8122,7388833,6670,649557,8038390,2502.0,9.5,26507.3,459008.0,162064.0,,st2017a.txt
2018,state,45,South Carolina,45,,,,30579,35487,0.8617,7737923,4908,405655,8143578,1728.0,5.99,28593.0,489587.0,192643.0,,st2018a.txt
2019,state,45,South Carolina,45,,,,31052,36034,0.8617,7542148,4982,464500,8006648,473.0,1.55,30160.7,520639.0,223695.0,,st2019a.txt
2020,state,45,South Carolina,45,,,,36226,42340,0.8556,8956955,6114,548371,9505326,5174.0,16.66,32619.0,556865.0,259921.0,36226.0,st2020a.txt
2021,state,45,South Carolina,45,,,,43264,50680,0.8537,10770285,7416,881977,11652262,7038.0,19.43,36847.3,600129.0,303185.0,79490.0,st2021a.txt
2022,state,45,South Carolina,45,,,,37906,46038,0.8234,10939825,8132,974965,11914790,-5358.0,-12.38,39132.0,638035.0,341091.0,117396.0,st2022a.txt
2023,state,45,South Carolina,45,,,,37163,42474,0.875,10665165,5311,616671,11281836,-743.0,-1.96,39444.3,675198.0,378254.0,154559.0,st2023a.txt
2024,state,45,South Carolina,45,,,,40558,47072,0.8616,12576627,6514,842871,13419498,3395.0,9.14,38542.3,715756.0,418812.0,195117.0,st2024a.txt
2000,state,46,South Dakota,46,,,,3142,4196,0.7488,313479,1054,55656,369135,,,,3142.0,,,st2000a.txt
2001,state,46,South Dakota,46,,,,3424,4455,0.7686,351484,1031,53765,405249,282.0,8.98,,6566.0,,,st2001a.txt
2002,state,46,South Dakota,46,,,,3840,4816,0.7973,413046,976,51415,464461,416.0,12.15,3468.7,10406.0,,,st2002a.txt
2003,state,46,South Dakota,46,,,,4060,4986,0.8143,475993,926,64693,540686,220.0,5.73,3774.7,14466.0,,,st2003a.txt
2004,state,46,South Dakota,46,,,,4659,5839,0.7979,577321,1180,78458,655779,599.0,14.75,4186.3,19125.0,,,st2004a.txt
2005,state,46,South Dakota,46,,,,4693,5685,0.8255,630683,992,61968,692651,34.0,0.73,4470.7,23818.0,,,st2005a.txt
2006,state,46,South Dakota,46,,,,4013,5304,0.7566,572202,1291,86577,658779,-680.0,-14.49,4455.0,27831.0,,,st2006a.txt
2007,state,46,South Dakota,46,,,,3617,5112,0.7076,524464,1495,113322,637786,-396.0,-9.87,4107.7,31448.0,,,st2007a.txt
2008,state,46,South Dakota,46,,,,2664,3884,0.6859,400195,1220,100303,500498,-953.0,-26.35,3431.3,34112.0,,,st2008a.txt
2009,state,46,South Dakota,46,,,,2510,3691,0.68,377649,1181,85883,463532,-154.0,-5.78,2930.3,36622.0,,,st2009a.txt
2010,state,46,South Dakota,46,,,,2186,2946,0.742,348734,760,54406,403140,-324.0,-12.91,2453.3,38808.0,2186.0,,st2010a.txt
2011,state,46,South Dakota,46,,,,1961,2813,0.6971,321051,852,70835,391886,-225.0,-10.29,2219.0,40769.0,4147.0,,st2011a.txt
2012,state,46,South Dakota,46,,,,2788,4178,0.6673,467559,1390,107996,575555,827.0,42.17,2311.7,43557.0,6935.0,,st2012a.txt
2013,state,46,South Dakota,46,,,,3193,5482,0.5825,550804,2289,182890,733694,405.0,14.53,2647.3,46750.0,10128.0,,st2013a.txt
2014,state,46,South Dakota,46,,,,2798,4722,0.5925,520296,1924,168952,689248,-395.0,-12.37,2926.3,49548.0,12926.0,,st2014a.txt
2015,state,46,South Dakota,46,,,,2868,4482,0.6399,596971,1614,143770,740741,70.0,2.5,2953.0,52416.0,15794.0,,st2015a.txt
2016,state,46,South Dakota,46,,,,3195,5686,0.5619,634339,2491,249359,883698,327.0,11.4,2953.7,55611.0,18989.0,,st2016a.txt
2017,state,46,South Dakota,46,,,,3386,5407,0.6262,704967,2021,189367,894334,191.0,5.98,3149.7,58997.0,22375.0,,st2017a.txt
2018,state,46,South Dakota,46,,,,2985,4963,0.6015,650611,1978,203727,854338,-401.0,-11.84,3188.7,61982.0,25360.0,,st2018a.txt
2019,state,46,South Dakota,46,,,,3127,4415,0.7083,709345,1288,126970,836315,142.0,4.76,3166.0,65109.0,28487.0,,st2019a.txt
2020,state,46,South Dakota,46,,,,3726,6660,0.5595,861766,2934,305124,1166890,599.0,19.16,3279.3,68835.0,32213.0,3726.0,st2020a.txt
2021,state,46,South Dakota,46,,,,4324,7917,0.5462,1126573,3593,438907,1565480,598.0,16.05,3725.7,73159.0,36537.0,8050.0,st2021a.txt
2022,state,46,South Dakota,46,,,,3917,9421,0.4158,1103085,5504,723627,1826712,-407.0,-9.41,3989.0,77076.0,40454.0,11967.0,st2022a.txt
2023,state,46,South Dakota,46,,,,3252,7072,0.4598,957893,3820,497692,1455585,-665.0,-16.98,3831.0,80328.0,43706.0,15219.0,st2023a.txt
2024,state,46,South Dakota,46,,,,3257,6017,0.5413,1016061,2760,396241,1412302,5.0,0.15,3475.3,83585.0,46963.0,18476.0,st2024a.txt
2000,state,47,Tennessee,47,,,,24440,32203,0.7589,2986311,7763,391318,3377629,,,,24440.0,,,st2000a.txt
2001,state,47,Tennessee,47,,,,26229,32370,0.8103,3248798,6141,291356,3540154,1789.0,7.32,,50669.0,,,st2001a.txt
2002,state,47,Tennessee,47,,,,29097,34273,0.849,3630337,5176,330872,3961209,2868.0,10.93,26588.7,79766.0,,,st2002a.txt
2003,state,47,Tennessee,47,,,,32219,37530,0.8585,4172360,5311,306388,4478748,3122.0,10.73,29181.7,111985.0,,,st2003a.txt
2004,state,47,Tennessee,47,,,,37826,44791,0.8445,5423066,6965,440244,5863310,5607.0,17.4,33047.3,149811.0,,,st2004a.txt
2005,state,47,Tennessee,47,,,,40174,46615,0.8618,6132395,6441,468704,6601099,2348.0,6.21,36739.7,189985.0,,,st2005a.txt
2006,state,47,Tennessee,47,,,,39196,46003,0.852,6224460,6807,557209,6781669,-978.0,-2.43,39065.3,229181.0,,,st2006a.txt
2007,state,47,Tennessee,47,,,,29518,37359,0.7901,4707612,7841,629195,5336807,-9678.0,-24.69,36296.0,258699.0,,,st2007a.txt
2008,state,47,Tennessee,47,,,,16240,22389,0.7254,2639023,6149,438894,3077917,-13278.0,-44.98,28318.0,274939.0,,,st2008a.txt
2009,state,47,Tennessee,47,,,,11926,15005,0.7948,1860589,3079,218357,2078946,-4314.0,-26.56,19228.0,286865.0,,,st2009a.txt
2010,state,47,Tennessee,47,,,,11630,16475,0.7059,1998329,4845,346540,2344869,-296.0,-2.48,13265.3,298495.0,11630.0,,st2010a.txt
2011,state,47,Tennessee,47,,,,11513,14977,0.7687,2068175,3464,285314,2353489,-117.0,-1.01,11689.7,310008.0,23143.0,,st2011a.txt
2012,state,47,Tennessee,47,,,,13939,20147,0.6919,2627600,6208,486729,3114329,2426.0,21.07,12360.7,323947.0,37082.0,,st2012a.txt
2013,state,47,Tennessee,47,,,,16548,23816,0.6948,3301653,7268,569186,3870839,2609.0,18.72,14000.0,340495.0,53630.0,,st2013a.txt
2014,state,47,Tennessee,47,,,,17889,27632,0.6474,3741777,9743,808542,4550319,1341.0,8.1,16125.3,358384.0,71519.0,,st2014a.txt
2015,state,47,Tennessee,47,,,,21636,32219,0.6715,4616866,10583,979598,5596464,3747.0,20.95,18691.0,380020.0,93155.0,,st2015a.txt
2016,state,47,Tennessee,47,,,,24551,36157,0.679,5372260,11606,1208340,6580600,2915.0,13.47,21358.7,404571.0,117706.0,,st2016a.txt
2017,state,47,Tennessee,47,,,,27119,37912,0.7153,6064974,10793,977786,7042760,2568.0,10.46,24435.3,431690.0,144825.0,,st2017a.txt
2018,state,47,Tennessee,47,,,,28021,37169,0.7539,6238592,9148,809496,7048088,902.0,3.33,26563.7,459711.0,172846.0,,st2018a.txt
2019,state,47,Tennessee,47,,,,29598,41361,0.7156,6707848,11763,1168649,7876497,1577.0,5.63,28246.0,489309.0,202444.0,,st2019a.txt
2020,state,47,Tennessee,47,,,,33030,49719,0.6643,7595481,16689,1611771,9207252,3432.0,11.6,30216.3,522339.0,235474.0,33030.0,st2020a.txt
2021,state,47,Tennessee,47,,,,36986,57484,0.6434,9597497,20498,1880054,11477551,3956.0,11.98,33204.7,559325.0,272460.0,70016.0,st2021a.txt
2022,state,47,Tennessee,47,,,,33211,52637,0.6309,9278273,19426,2507568,11785841,-3775.0,-10.21,34409.0,592536.0,305671.0,103227.0,st2022a.txt
2023,state,47,Tennessee,47,,,,31293,47463,0.6593,9182026,16170,2326064,11508090,-1918.0,-5.78,33830.0,623829.0,336964.0,134520.0,st2023a.txt
2024,state,47,Tennessee,47,,,,32660,44863,0.728,9680175,12203,1617242,11297417,1367.0,4.37,32388.0,656489.0,369624.0,167180.0,st2024a.txt
2000,state,48,Texas,48,,,,108613,141231,0.769,13810219,32618,1608192,15418411,,,,108613.0,,,st2000a.txt
2001,state,48,Texas,48,,,,111915,150342,0.7444,13959276,38427,1802001,15761277,3302.0,3.04,,220528.0,,,st2001a.txt
2002,state,48,Texas,48,,,,122623,165027,0.743,15496854,42404,2060352,17557206,10708.0,9.57,114383.7,343151.0,,,st2002a.txt
2003,state,48,Texas,48,,,,134197,177194,0.7573,17283180,42997,2268583,19551763,11574.0,9.44,122911.7,477348.0,,,st2003a.txt
2004,state,48,Texas,48,,,,149056,188842,0.7893,20380196,39786,2106762,22486958,14859.0,11.07,135292.0,626404.0,,,st2004a.txt
2005,state,48,Texas,48,,,,166178,210611,0.789,23969581,44433,2860298,26829879,17122.0,11.49,149810.3,792582.0,,,st2005a.txt
2006,state,48,Texas,48,,,,162750,216642,0.7512,25239709,53892,3966359,29206068,-3428.0,-2.06,159328.0,955332.0,,,st2006a.txt
2007,state,48,Texas,48,,,,118455,176992,0.6693,20020507,58537,4757370,24777877,-44295.0,-27.22,149127.7,1073787.0,,,st2007a.txt
2008,state,48,Texas,48,,,,79626,129523,0.6148,13855784,49897,3726257,17582041,-38829.0,-32.78,120277.0,1153413.0,,,st2008a.txt
2009,state,48,Texas,48,,,,67069,84440,0.7943,11245790,17371,1296240,12542030,-12557.0,-15.77,88383.3,1220482.0,,,st2009a.txt
2010,state,48,Texas,48,,,,66973,88461,0.7571,12007064,21488,1732499,13739563,-96.0,-0.14,71222.7,1287455.0,66973.0,,st2010a.txt
2011,state,48,Texas,48,,,,65506,97450,0.6722,12542056,31944,2194150,14736206,-1467.0,-2.19,66516.0,1352961.0,132479.0,,st2011a.txt
2012,state,48,Texas,48,,,,79532,135514,0.5869,15310494,55982,4140063,19450557,14026.0,21.41,70670.3,1432493.0,212011.0,,st2012a.txt
2013,state,48,Texas,48,,,,90832,147460,0.616,17951896,56628,4403815,22355711,11300.0,14.21,78623.3,1523325.0,302843.0,,st2013a.txt
2014,state,48,Texas,48,,,,99701,166982,0.5971,20816373,67281,5479468,26295841,8869.0,9.76,90021.7,1623026.0,402544.0,,st2014a.txt
2015,state,48,Texas,48,,,,105448,175443,0.601,22892161,69995,6194800,29086961,5747.0,5.76,98660.3,1728474.0,507992.0,,st2015a.txt
2016,state,48,Texas,48,,,,106511,165853,0.6422,23459283,59342,5783115,29242398,1063.0,1.01,103886.7,1834985.0,614503.0,,st2016a.txt
2017,state,48,Texas,48,,,,116766,175112,0.6668,26395587,58346,6118378,32513965,10255.0,9.63,109575.0,1951751.0,731269.0,,st2017a.txt
2018,state,48,Texas,48,,,,126048,192878,0.6535,27650487,66830,7039384,34689871,9282.0,7.95,116441.7,2077799.0,857317.0,,st2018a.txt
2019,state,48,Texas,48,,,,129094,209895,0.615,28232254,80801,9181030,37413284,3046.0,2.42,123969.3,2206893.0,986411.0,,st2019a.txt
2020,state,48,Texas,48,,,,158242,230503,0.6865,35150008,72261,7836425,42986433,29148.0,22.58,137794.7,2365135.0,1144653.0,158242.0,st2020a.txt
2021,state,48,Texas,48,,,,179620,265955,0.6754,42406772,86335,9912452,52319224,21378.0,13.51,155652.0,2544755.0,1324273.0,337862.0,st2021a.txt
2022,state,48,Texas,48,,,,154793,263007,0.5886,39805729,108214,13010318,52816047,-24827.0,-13.82,164218.3,2699548.0,1479066.0,492655.0,st2022a.txt
2023,state,48,Texas,48,,,,149860,232373,0.6449,40691996,82513,10135104,50827100,-4933.0,-3.19,161424.3,2849408.0,1628926.0,642515.0,st2023a.txt
2024,state,48,Texas,48,,,,158121,225756,0.7004,46062625,67635,8858399,54921024,8261.0,5.51,154258.0,3007529.0,1787047.0,800636.0,st2024a.txt
2000,state,49,Utah,49,,,,14712,17638,0.8341,1938219,2926,199734,2137953,,,,14712.0,,,st2000a.txt
2001,state,49,Utah,49,,,,15005,18887,0.7945,2012139,3882,299835,2311974,293.0,1.99,,29717.0,,,st2001a.txt
2002,state,49,Utah,49,,,,15731,19327,0.8139,2157821,3596,298134,2455955,726.0,4.84,15149.3,45448.0,,,st2002a.txt
2003,state,49,Utah,49,,,,18417,22525,0.8176,2765291,4108,316690,3081981,2686.0,17.07,16384.3,63865.0,,,st2003a.txt
2004,state,49,Utah,49,,,,20236,24267,0.8339,3303714,4031,329771,3633485,1819.0,9.88,18128.0,84101.0,,,st2004a.txt
2005,state,49,Utah,49,,,,24019,27799,0.864,4210080,3780,342718,4552798,3783.0,18.69,20890.7,108120.0,,,st2005a.txt
2006,state,49,Utah,49,,,,22595,25873,0.8733,4476005,3278,371358,4847363,-1424.0,-5.93,22283.3,130715.0,,,st2006a.txt
2007,state,49,Utah,49,,,,16480,20292,0.8121,3501571,3812,464527,3966098,-6115.0,-27.06,21031.3,147195.0,,,st2007a.txt
2008,state,49,Utah,49,,,,7084,10905,0.6496,1447335,3821,379588,1826923,-9396.0,-57.01,15386.3,154279.0,,,st2008a.txt
2009,state,49,Utah,49,,,,6314,9982,0.6325,1207692,3668,365677,1573369,-770.0,-10.87,9959.3,160593.0,,,st2009a.txt
2010,state,49,Utah,49,,,,6883,9171,0.7505,1447231,2288,225164,1672395,569.0,9.01,6760.3,167476.0,6883.0,,st2010a.txt
2011,state,49,Utah,49,,,,6860,9983,0.6872,1518585,3123,241044,1759629,-23.0,-0.33,6685.7,174336.0,13743.0,,st2011a.txt
2012,state,49,Utah,49,,,,9969,13007,0.7664,2171337,3038,266077,2437414,3109.0,45.32,7904.0,184305.0,23712.0,,st2012a.txt
2013,state,49,Utah,49,,,,11857,15818,0.7496,2833386,3961,435645,3269031,1888.0,18.94,9562.0,196162.0,35569.0,,st2013a.txt
2014,state,49,Utah,49,,,,11282,17510,0.6443,2728263,6228,632648,3360911,-575.0,-4.85,11036.0,207444.0,46851.0,,st2014a.txt
2015,state,49,Utah,49,,,,12523,18297,0.6844,3176762,5774,674422,3851184,1241.0,11.0,11887.3,219967.0,59374.0,,st2015a.txt
2016,state,49,Utah,49,,,,15210,22662,0.6712,3884125,7452,924184,4808309,2687.0,21.46,13005.0,235177.0,74584.0,,st2016a.txt
2017,state,49,Utah,49,,,,17247,24679,0.6989,4381579,7432,860786,5242365,2037.0,13.39,14993.3,252424.0,91831.0,,st2017a.txt
2018,state,49,Utah,49,,,,18545,25574,0.7252,4725200,7029,885357,5610557,1298.0,7.53,17000.7,270969.0,110376.0,,st2018a.txt
2019,state,49,Utah,49,,,,18191,28779,0.6321,4874793,10588,1578800,6453593,-354.0,-1.91,17994.3,289160.0,128567.0,,st2019a.txt
2020,state,49,Utah,49,,,,22301,31775,0.7018,5943023,9474,1344418,7287441,4110.0,22.59,19679.0,311461.0,150868.0,22301.0,st2020a.txt
2021,state,49,Utah,49,,,,24423,39058,0.6253,7045024,14635,2143002,9188026,2122.0,9.52,21638.3,335884.0,175291.0,46724.0,st2021a.txt
2022,state,49,Utah,49,,,,19132,31749,0.6026,6019509,12617,1973036,7992545,-5291.0,-21.66,21952.0,355016.0,194423.0,65856.0,st2022a.txt
2023,state,49,Utah,49,,,,14913,25361,0.588,5032660,10448,1954481,6987141,-4219.0,-22.05,19489.3,369929.0,209336.0,80769.0,st2023a.txt
2024,state,49,Utah,49,,,,17674,23902,0.7394,6194639,6228,1226375,7421014,2761.0,18.51,17239.7,387603.0,227010.0,98443.0,st2024a.txt
2000,state,50,Vermont,50,,,,2212,2506,0.8827,280051,294,39435,319486,,,,2212.0,,,st2000a.txt
2001,state,50,Vermont,50,,,,2349,2747,0.8551,364386,398,33030,397416,137.0,6.19,,4561.0,,,st2001a.txt
2002,state,50,Vermont,50,,,,2451,3072,0.7979,413598,621,37555,451153,102.0,4.34,2337.3,7012.0,,,st2002a.txt
2003,state,50,Vermont,50,,,,2430,2843,0.8547,367328,413,38652,405980,-21.0,-0.86,2410.0,9442.0,,,st2003a.txt
2004,state,50,Vermont,50,,,,2686,3588,0.7486,412164,902,81940,494104,256.0,10.53,2522.3,12128.0,,,st2004a.txt
2005,state,50,Vermont,50,,,,2360,2917,0.8091,386748,557,54588,441336,-326.0,-12.14,2492.0,14488.0,,,st2005a.txt
2006,state,50,Vermont,50,,,,2071,2626,0.7887,374223,555,47658,421881,-289.0,-12.25,2372.3,16559.0,,,st2006a.txt
2007,state,50,Vermont,50,,,,1583,2056,0.7699,300901,473,49104,350005,-488.0,-23.56,2004.7,18142.0,,,st2007a.txt
2008,state,50,Vermont,50,,,,1057,1444,0.732,207813,387,32899,240712,-526.0,-33.23,1570.3,19199.0,,,st2008a.txt
2009,state,50,Vermont,50,,,,897,1367,0.6562,168089,470,45856,213945,-160.0,-15.14,1179.0,20096.0,,,st2009a.txt
2010,state,50,Vermont,50,,,,980,1319,0.743,193455,339,34163,227618,83.0,9.25,978.0,21076.0,980.0,,st2010a.txt
2011,state,50,Vermont,50,,,,805,1299,0.6197,177084,494,44252,221336,-175.0,-17.86,894.0,21881.0,1785.0,,st2011a.txt
2012,state,50,Vermont,50,,,,889,1301,0.6833,181232,412,37729,218961,84.0,10.43,891.3,22770.0,2674.0,,st2012a.txt
2013,state,50,Vermont,50,,,,955,1499,0.6371,211381,544,51612,262993,66.0,7.42,883.0,23725.0,3629.0,,st2013a.txt
2014,state,50,Vermont,50,,,,978,1546,0.6326,228804,568,52686,281490,23.0,2.41,940.7,24703.0,4607.0,,st2014a.txt
2015,state,50,Vermont,50,,,,936,1998,0.4685,227464,1062,106490,333954,-42.0,-4.29,956.3,25639.0,5543.0,,st2015a.txt
2016,state,50,Vermont,50,,,,969,1771,0.5471,238995,802,76200,315195,33.0,3.53,961.0,26608.0,6512.0,,st2016a.txt
2017,state,50,Vermont,50,,,,983,1749,0.562,245760,766,80739,326499,14.0,1.44,962.7,27591.0,7495.0,,st2017a.txt
2018,state,50,Vermont,50,,,,1131,2080,0.5438,263130,949,102253,365383,148.0,15.06,1027.7,28722.0,8626.0,,st2018a.txt
2019,state,50,Vermont,50,,,,987,1801,0.548,257969,814,93941,351910,-144.0,-12.73,1033.7,29709.0,9613.0,,st2019a.txt
2020,state,50,Vermont,50,,,,1154,2077,0.5556,309290,923,86913,396203,167.0,16.92,1090.7,30863.0,10767.0,1154.0,st2020a.txt
2021,state,50,Vermont,50,,,,1361,2319,0.5869,385777,958,113948,499725,207.0,17.94,1167.3,32224.0,12128.0,2515.0,st2021a.txt
2022,state,50,Vermont,50,,,,1326,2403,0.5518,398301,1077,150482,548783,-35.0,-2.57,1280.3,33550.0,13454.0,3841.0,st2022a.txt
2023,state,50,Vermont,50,,,,1303,2456,0.5305,416122,1153,157106,573228,-23.0,-1.73,1330.0,34853.0,14757.0,5144.0,st2023a.txt
2024,state,50,Vermont,50,,,,1404,2654,0.529,468031,1250,206691,674722,101.0,7.75,1344.3,36257.0,16161.0,6548.0,st2024a.txt
2000,state,51,Virginia,51,,,,39756,48402,0.8214,4621957,8646,429644,5051601,,,,39756.0,,,st2000a.txt
2001,state,51,Virginia,51,,,,41681,52860,0.7885,5048173,11179,666951,5715124,1925.0,4.84,,81437.0,,,st2001a.txt
2002,state,51,Virginia,51,,,,45711,59445,0.769,5893177,13734,696093,6589270,4030.0,9.67,42382.7,127148.0,,,st2002a.txt
2003,state,51,Virginia,51,,,,46263,55936,0.8271,6403219,9673,473753,6876972,552.0,1.21,44551.7,173411.0,,,st2003a.txt
2004,state,51,Virginia,51,,,,48990,63220,0.7749,7217853,14230,876377,8094230,2727.0,5.89,46988.0,222401.0,,,st2004a.txt
2005,state,51,Virginia,51,,,,49959,61518,0.8121,8074404,11559,914204,8988608,969.0,1.98,48404.0,272360.0,,,st2005a.txt
2006,state,51,Virginia,51,,,,38977,47704,0.8171,6845090,8727,861731,7706821,-10982.0,-21.98,45975.3,311337.0,,,st2006a.txt
2007,state,51,Virginia,51,,,,30944,38362,0.8066,5622561,7418,734912,6357473,-8033.0,-20.61,39960.0,342281.0,,,st2007a.txt
2008,state,51,Virginia,51,,,,19939,27577,0.723,3460498,7638,617842,4078340,-11005.0,-35.56,29953.3,362220.0,,,st2008a.txt
2009,state,51,Virginia,51,,,,16268,21452,0.7583,2818294,5184,354541,3172835,-3671.0,-18.41,22383.7,378488.0,,,st2009a.txt
2010,state,51,Virginia,51,,,,16149,20992,0.7693,2901273,4843,345103,3246376,-119.0,-0.73,17452.0,394637.0,16149.0,,st2010a.txt
2011,state,51,Virginia,51,,,,15625,23297,0.6707,2870128,7672,520712,3390840,-524.0,-3.24,16014.0,410262.0,31774.0,,st2011a.txt
2012,state,51,Virginia,51,,,,17496,27278,0.6414,3446100,9782,650301,4096401,1871.0,11.97,16423.3,427758.0,49270.0,,st2012a.txt
2013,state,51,Virginia,51,,,,20895,31944,0.6541,4005709,11049,856296,4862005,3399.0,19.43,18005.3,448653.0,70165.0,,st2013a.txt
2014,state,51,Virginia,51,,,,18834,28682,0.6566,3823922,9848,831742,4655664,-2061.0,-9.86,19075.0,467487.0,88999.0,,st2014a.txt
2015,state,51,Virginia,51,,,,19865,28469,0.6978,4089211,8604,635094,4724305,1031.0,5.47,19864.7,487352.0,108864.0,,st2015a.txt
2016,state,51,Virginia,51,,,,21614,31132,0.6943,4512321,9518,961171,5473492,1749.0,8.8,20104.3,508966.0,130478.0,,st2016a.txt
2017,state,51,Virginia,51,,,,22497,33760,0.6664,4935703,11263,811347,5747050,883.0,4.09,21325.3,531463.0,152975.0,,st2017a.txt
2018,state,51,Virginia,51,,,,21427,31977,0.6701,4798352,10550,1032160,5830512,-1070.0,-4.76,21846.0,552890.0,174402.0,,st2018a.txt
2019,state,51,Virginia,51,,,,21056,32418,0.6495,4668695,11362,1125058,5793753,-371.0,-1.73,21660.0,573946.0,195458.0,,st2019a.txt
2020,state,51,Virginia,51,,,,24238,33813,0.7168,5295872,9575,1046368,6342240,3182.0,15.11,22240.3,598184.0,219696.0,24238.0,st2020a.txt
2021,state,51,Virginia,51,,,,25118,39388,0.6377,6210452,14270,1539750,7750202,880.0,3.63,23470.7,623302.0,244814.0,49356.0,st2021a.txt
2022,state,51,Virginia,51,,,,21130,39701,0.5322,5772969,18571,2221283,7994252,-3988.0,-15.88,23495.3,644432.0,265944.0,70486.0,st2022a.txt
2023,state,51,Virginia,51,,,,21321,36096,0.5907,5805965,14775,1627819,7433784,191.0,0.9,22523.0,665753.0,287265.0,91807.0,st2023a.txt
2024,state,51,Virginia,51,,,,22796,34059,0.6693,6334456,11263,1233760,7568216,1475.0,6.92,21749.0,688549.0,310061.0,114603.0,st2024a.txt
2000,state,53,Washington,53,,,,25471,39021,0.6528,3501833,13550,924255,4426088,,,,25471.0,,,st2000a.txt
2001,state,53,Washington,53,,,,26736,38345,0.6972,3850502,11609,838430,4688932,1265.0,4.97,,52207.0,,,st2001a.txt
2002,state,53,Washington,53,,,,30239,40200,0.7522,4665407,9961,807778,5473185,3503.0,13.1,27482.0,82446.0,,,st2002a.txt
2003,state,53,Washington,53,,,,33091,42825,0.7727,5565161,9734,780860,6346021,2852.0,9.43,30022.0,115537.0,,,st2003a.txt
2004,state,53,Washington,53,,,,36489,50089,0.7285,6375635,13600,1159261,7534896,3398.0,10.27,33273.0,152026.0,,,st2004a.txt
2005,state,53,Washington,53,,,,41407,52988,0.7814,7626666,11581,1115048,8741714,4918.0,13.48,36995.7,193433.0,,,st2005a.txt
2006,state,53,Washington,53,,,,35611,50033,0.7118,6960892,14422,1578903,8539795,-5796.0,-14.0,37835.7,229044.0,,,st2006a.txt
2007,state,53,Washington,53,,,,30390,47397,0.6412,6223226,17007,1906405,8129631,-5221.0,-14.66,35802.7,259434.0,,,st2007a.txt
2008,state,53,Washington,53,,,,17440,28919,0.6031,3655942,11479,1407378,5063320,-12950.0,-42.61,27813.7,276874.0,,,st2008a.txt
2009,state,53,Washington,53,,,,12991,17011,0.7637,2770979,4020,414842,3185821,-4449.0,-25.51,20273.7,289865.0,,,st2009a.txt
2010,state,53,Washington,53,,,,14702,20691,0.7106,3301916,5989,589124,3891040,1711.0,13.17,15044.3,304567.0,14702.0,,st2010a.txt
2011,state,53,Washington,53,,,,13159,20864,0.6307,3164204,7705,872161,4036365,-1543.0,-10.5,13617.3,317726.0,27861.0,,st2011a.txt
2012,state,53,Washington,53,,,,16508,28118,0.5871,4111968,11610,1536676,5648644,3349.0,25.45,14789.7,334234.0,44369.0,,st2012a.txt
2013,state,53,Washington,53,,,,18396,32962,0.5581,4916875,14566,1767594,6684469,1888.0,11.44,16021.0,352630.0,62765.0,,st2013a.txt
2014,state,53,Washington,53,,,,17905,33898,0.5282,4999571,15993,2016947,7016518,-491.0,-2.67,17603.0,370535.0,80670.0,,st2014a.txt
2015,state,53,Washington,53,,,,19797,40374,0.4903,5645496,20577,2873363,8518859,1892.0,10.57,18699.3,390332.0,100467.0,,st2015a.txt
2016,state,53,Washington,53,,,,22463,44077,0.5096,6477935,21614,2638404,9116339,2666.0,13.47,20055.0,412795.0,122930.0,,st2016a.txt
2017,state,53,Washington,53,,,,23115,45794,0.5048,6793348,22679,3119248,9912596,652.0,2.9,21791.7,435910.0,146045.0,,st2017a.txt
2018,state,53,Washington,53,,,,23676,47746,0.4959,6950464,24070,2857516,9807980,561.0,2.43,23084.7,459586.0,169721.0,,st2018a.txt
2019,state,53,Washington,53,,,,23300,48424,0.4812,6850159,25124,3372896,10223055,-376.0,-1.59,23363.7,482886.0,193021.0,,st2019a.txt
2020,state,53,Washington,53,,,,23542,43881,0.5365,6846249,20339,2641846,9488095,242.0,1.04,23506.0,506428.0,216563.0,23542.0,st2020a.txt
2021,state,53,Washington,53,,,,25076,56941,0.4404,7541508,31865,4959820,12501328,1534.0,6.52,23972.7,531504.0,241639.0,48618.0,st2021a.txt
2022,state,53,Washington,53,,,,20400,49030,0.4161,6978719,28630,4246089,11224808,-4676.0,-18.65,23006.0,551904.0,262039.0,69018.0,st2022a.txt
