year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,yoy_change_units,yoy_percent_change,rolling_3yr_avg,cumulative_sfh_2000_2025,cumulative_sfh_2010_2025,cumulative_sfh_2020_2025,source_file
2001,state,19,Iowa,19,,,,8801,13085,0.6726,1204746,4284,275482,1480228,331.0,3.91,,17271.0,,,st2001a.txt
2002,state,19,Iowa,19,,,,10004,14789,0.6764,1376500,4785,316261,1692761,1203.0,13.67,9091.7,27275.0,,,st2002a.txt
2003,state,19,Iowa,19,,,,11841,16082,0.7363,1728628,4241,334288,2062916,1837.0,18.36,10215.3,39116.0,,,st2003a.txt
2004,state,19,Iowa,19,,,,12374,16345,0.7571,1932984,3971,298384,2231368,533.0,4.5,11406.3,51490.0,,,st2004a.txt
2005,state,19,Iowa,19,,,,12812,16766,0.7642,2068270,3954,314307,2382577,438.0,3.54,12342.3,64302.0,,,st2005a.txt
2006,state,19,Iowa,19,,,,10250,13357,0.7674,1700007,3107,306007,2006014,-2562.0,-20.0,11812.0,74552.0,,,st2006a.txt
2007,state,19,Iowa,19,,,,8674,11171,0.7765,1519112,2497,227224,1746336,-1576.0,-15.38,10578.7,83226.0,,,st2007a.txt
2008,state,19,Iowa,19,,,,6285,8412,0.7471,1106875,2127,211762,1318637,-2389.0,-27.54,8403.0,89511.0,,,st2008a.txt
2009,state,19,Iowa,19,,,,5705,7729,0.7381,1012845,2024,185399,1198244,-580.0,-9.23,6888.0,95216.0,,,st2009a.txt
2010,state,19,Iowa,19,,,,5952,7607,0.7824,1064939,1655,157138,1222077,247.0,4.33,5980.7,101168.0,5952.0,,st2010a.txt
2011,state,19,Iowa,19,,,,5875,7526,0.7806,1111322,1651,134402,1245724,-77.0,-1.29,5844.0,107043.0,11827.0,,st2011a.txt
2012,state,19,Iowa,19,,,,6814,9501,0.7172,1348771,2687,292445,1641216,939.0,15.98,6213.7,113857.0,18641.0,,st2012a.txt
2013,state,19,Iowa,19,,,,7578,10877,0.6967,1606430,3299,385785,1992215,764.0,11.21,6755.7,121435.0,26219.0,,st2013a.txt
2014,state,19,Iowa,19,,,,6989,10256,0.6815,1542525,3267,365054,1907579,-589.0,-7.77,7127.0,128424.0,33208.0,,st2014a.txt
2015,state,19,Iowa,19,,,,7424,12097,0.6137,1717172,4673,526080,2243252,435.0,6.22,7330.3,135848.0,40632.0,,st2015a.txt
2016,state,19,Iowa,19,,,,8203,14317,0.573,1933857,6114,726896,2660753,779.0,10.49,7538.7,144051.0,48835.0,,st2016a.txt
2017,state,19,Iowa,19,,,,8067,13948,0.5784,1883411,5881,634323,2517734,-136.0,-1.66,7898.0,152118.0,56902.0,,st2017a.txt
2018,state,19,Iowa,19,,,,7318,11518,0.6354,1801337,4200,447763,2249100,-749.0,-9.28,7862.7,159436.0,64220.0,,st2018a.txt
2019,state,19,Iowa,19,,,,7877,11870,0.6636,1980909,3993,519586,2500495,559.0,7.64,7754.0,167313.0,72097.0,,st2019a.txt
2020,state,19,Iowa,19,,,,8633,12623,0.6839,2228464,3990,473218,2701682,756.0,9.6,7942.7,175946.0,80730.0,8633.0,st2020a.txt
2021,state,19,Iowa,19,,,,9158,13686,0.6692,2552542,4528,629835,3182377,525.0,6.08,8556.0,185104.0,89888.0,17791.0,st2021a.txt
2022,state,19,Iowa,19,,,,7624,12704,0.6001,2341202,5080,822982,3164184,-1534.0,-16.75,8471.7,192728.0,97512.0,25415.0,st2022a.txt
2023,state,19,Iowa,19,,,,7421,11230,0.6608,2480106,3809,631363,3111469,-203.0,-2.66,8067.7,200149.0,104933.0,32836.0,st2023a.txt
2024,state,19,Iowa,19,,,,7780,12544,0.6202,2671858,4764,725745,3397603,359.0,4.84,7608.3,207929.0,112713.0,40616.0,st2024a.txt
2000,state,20,Kansas,20,,,,9292,12542,0.7409,1235242,3250,161801,1397043,,,,9292.0,,,st2000a.txt
2001,state,20,Kansas,20,,,,10128,14530,0.697,1387048,4402,225398,1612446,836.0,9.0,,19420.0,,,st2001a.txt
2002,state,20,Kansas,20,,,,10325,12983,0.7953,1461348,2658,166829,1628177,197.0,1.95,9915.0,29745.0,,,st2002a.txt
2003,state,20,Kansas,20,,,,11494,15049,0.7638,1697858,3555,197548,1895406,1169.0,11.32,10649.0,41239.0,,,st2003a.txt
2004,state,20,Kansas,20,,,,11548,13301,0.8682,1804304,1753,121338,1925642,54.0,0.47,11122.3,52787.0,,,st2004a.txt
2005,state,20,Kansas,20,,,,11626,14048,0.8276,1874058,2422,168987,2043045,78.0,0.68,11556.0,64413.0,,,st2005a.txt
2006,state,20,Kansas,20,,,,11133,14619,0.7615,1767847,3486,227645,1995492,-493.0,-4.24,11435.7,75546.0,,,st2006a.txt
2007,state,20,Kansas,20,,,,8137,11473,0.7092,1505693,3336,235318,1741011,-2996.0,-26.91,10298.7,83683.0,,,st2007a.txt
2008,state,20,Kansas,20,,,,5425,8188,0.6626,947444,2763,225460,1172904,-2712.0,-33.33,8231.7,89108.0,,,st2008a.txt
2009,state,20,Kansas,20,,,,4272,6677,0.6398,728275,2405,152636,880911,-1153.0,-21.25,5944.7,93380.0,,,st2009a.txt
2010,state,20,Kansas,20,,,,3974,5140,0.7732,720222,1166,91362,811584,-298.0,-6.98,4557.0,97354.0,3974.0,,st2010a.txt
2011,state,20,Kansas,20,,,,3469,5386,0.6441,707453,1917,153276,860729,-505.0,-12.71,3905.0,100823.0,7443.0,,st2011a.txt
2012,state,20,Kansas,20,,,,4120,6252,0.659,878580,2132,172330,1050910,651.0,18.77,3854.3,104943.0,11563.0,,st2012a.txt
2013,state,20,Kansas,20,,,,5066,8285,0.6115,1152415,3219,317062,1469477,946.0,22.96,4218.3,110009.0,16629.0,,st2013a.txt
2014,state,20,Kansas,20,,,,4874,7459,0.6534,1125125,2585,292233,1417358,-192.0,-3.79,4686.7,114883.0,21503.0,,st2014a.txt
2015,state,20,Kansas,20,,,,5064,8644,0.5858,1270090,3580,376287,1646377,190.0,3.9,5001.3,119947.0,26567.0,,st2015a.txt
2016,state,20,Kansas,20,,,,5230,9807,0.5333,1336026,4577,433926,1769952,166.0,3.28,5056.0,125177.0,31797.0,,st2016a.txt
2017,state,20,Kansas,20,,,,6046,8984,0.673,1479617,2938,302099,1781716,816.0,15.6,5446.7,131223.0,37843.0,,st2017a.txt
2018,state,20,Kansas,20,,,,5376,9478,0.5672,1382591,4102,505979,1888570,-670.0,-11.08,5550.7,136599.0,43219.0,,st2018a.txt
2019,state,20,Kansas,20,,,,5089,7961,0.6392,1319253,2872,363668,1682921,-287.0,-5.34,5503.7,141688.0,48308.0,,st2019a.txt
2020,state,20,Kansas,20,,,,5975,8211,0.7277,1709731,2236,281302,1991033,886.0,17.41,5480.0,147663.0,54283.0,5975.0,st2020a.txt
2021,state,20,Kansas,20,,,,6569,9538,0.6887,2208827,2969,384079,2592906,594.0,9.94,5877.7,154232.0,60852.0,12544.0,st2021a.txt
2022,state,20,Kansas,20,,,,5567,9560,0.5823,1900614,3993,592916,2493530,-1002.0,-15.25,6037.0,159799.0,66419.0,18111.0,st2022a.txt
2023,state,20,Kansas,20,,,,4927,9504,0.5184,1720550,4577,736278,2456828,-640.0,-11.5,5687.7,164726.0,71346.0,23038.0,st2023a.txt
2024,state,20,Kansas,20,,,,5565,9063,0.614,2008035,3498,570426,2578461,638.0,12.95,5353.0,170291.0,76911.0,28603.0,st2024a.txt
2000,state,21,Kentucky,21,,,,14825,18460,0.8031,1606725,3635,160456,1767181,,,,14825.0,,,st2000a.txt
2001,state,21,Kentucky,21,,,,14980,17685,0.847,1688788,2705,128870,1817658,155.0,1.05,,29805.0,,,st2001a.txt
2002,state,21,Kentucky,21,,,,16316,19459,0.8385,1925565,3143,155201,2080766,1336.0,8.92,15373.7,46121.0,,,st2002a.txt
2003,state,21,Kentucky,21,,,,17428,20404,0.8541,2199679,2976,147014,2346693,1112.0,6.82,16241.3,63549.0,,,st2003a.txt
2004,state,21,Kentucky,21,,,,18480,22623,0.8169,2452921,4143,226184,2679105,1052.0,6.04,17408.0,82029.0,,,st2004a.txt
2005,state,21,Kentucky,21,,,,17929,21159,0.8473,2459575,3230,169464,2629039,-551.0,-2.98,17945.7,99958.0,,,st2005a.txt
2006,state,21,Kentucky,21,,,,13496,16628,0.8116,2054048,3132,206756,2260804,-4433.0,-24.73,16635.0,113454.0,,,st2006a.txt
2007,state,21,Kentucky,21,,,,11553,14938,0.7734,1753605,3385,230666,1984271,-1943.0,-14.4,14326.0,125007.0,,,st2007a.txt
2008,state,21,Kentucky,21,,,,6892,10494,0.6568,1056772,3602,241327,1298099,-4661.0,-40.34,10647.0,131899.0,,,st2008a.txt
2009,state,21,Kentucky,21,,,,5978,7398,0.8081,838392,1420,85089,923481,-914.0,-13.26,8141.0,137877.0,,,st2009a.txt
2010,state,21,Kentucky,21,,,,5983,7986,0.7492,893156,2003,193509,1086665,5.0,0.08,6284.3,143860.0,5983.0,,st2010a.txt
2011,state,21,Kentucky,21,,,,4793,7782,0.6159,760241,2989,154873,915114,-1190.0,-19.89,5584.7,148653.0,10776.0,,st2011a.txt
2012,state,21,Kentucky,21,,,,5538,9725,0.5695,947486,4187,257635,1205121,745.0,15.54,5438.0,154191.0,16314.0,,st2012a.txt
2013,state,21,Kentucky,21,,,,6077,8955,0.6786,1067254,2878,166728,1233982,539.0,9.73,5469.3,160268.0,22391.0,,st2013a.txt
2014,state,21,Kentucky,21,,,,6073,9536,0.6368,1077297,3463,227416,1304713,-4.0,-0.07,5896.0,166341.0,28464.0,,st2014a.txt
2015,state,21,Kentucky,21,,,,6606,10566,0.6252,1213462,3960,254340,1467802,533.0,8.78,6252.0,172947.0,35070.0,,st2015a.txt
2016,state,21,Kentucky,21,,,,7264,12714,0.5713,1368419,5450,358594,1727013,658.0,9.96,6647.7,180211.0,42334.0,,st2016a.txt
2017,state,21,Kentucky,21,,,,7967,12630,0.6308,1613167,4663,360993,1974160,703.0,9.68,7279.0,188178.0,50301.0,,st2017a.txt
2018,state,21,Kentucky,21,,,,7776,13826,0.5624,1692350,6050,575415,2267765,-191.0,-2.4,7669.0,195954.0,58077.0,,st2018a.txt
2019,state,21,Kentucky,21,,,,7467,11811,0.6322,1712857,4344,422980,2135837,-309.0,-3.97,7736.7,203421.0,65544.0,,st2019a.txt
2020,state,21,Kentucky,21,,,,8876,11281,0.7868,1930009,2405,212563,2142572,1409.0,18.87,8039.7,212297.0,74420.0,8876.0,st2020a.txt
2021,state,21,Kentucky,21,,,,10087,14841,0.6797,2429560,4754,482911,2912471,1211.0,13.64,8810.0,222384.0,84507.0,18963.0,st2021a.txt
2022,state,21,Kentucky,21,,,,8783,15078,0.5825,2246466,6295,1077173,3323639,-1304.0,-12.93,9248.7,231167.0,93290.0,27746.0,st2022a.txt
2023,state,21,Kentucky,21,,,,7826,15415,0.5077,2099641,7589,913847,3013488,-957.0,-10.9,8898.7,238993.0,101116.0,35572.0,st2023a.txt
2024,state,21,Kentucky,21,,,,8919,16264,0.5484,2457770,7345,943536,3401306,1093.0,13.97,8509.3,247912.0,110035.0,44491.0,st2024a.txt
2000,state,22,Louisiana,22,,,,13109,14720,0.8906,1447423,1611,105568,1552991,,,,13109.0,,,st2000a.txt
2001,state,22,Louisiana,22,,,,13274,15653,0.848,1472449,2379,125170,1597619,165.0,1.26,,26383.0,,,st2001a.txt
2002,state,22,Louisiana,22,,,,15225,18425,0.8263,1786477,3200,155717,1942194,1951.0,14.7,13869.3,41608.0,,,st2002a.txt
2003,state,22,Louisiana,22,,,,18478,22220,0.8316,2219823,3742,375897,2595720,3253.0,21.37,15659.0,60086.0,,,st2003a.txt
2004,state,22,Louisiana,22,,,,20684,22989,0.8997,2489185,2305,136964,2626149,2206.0,11.94,18129.0,80770.0,,,st2004a.txt
2005,state,22,Louisiana,22,,,,20206,22811,0.8858,2555955,2605,188431,2744386,-478.0,-2.31,19789.3,100976.0,,,st2005a.txt
2006,state,22,Louisiana,22,,,,23806,28671,0.8303,3427933,4865,390384,3818317,3600.0,17.82,21565.3,124782.0,,,st2006a.txt
2007,state,22,Louisiana,22,,,,16640,23379,0.7117,2552420,6739,601105,3153525,-7166.0,-30.1,20217.3,141422.0,,,st2007a.txt
2008,state,22,Louisiana,22,,,,11689,16305,0.7169,1803700,4616,416178,2219878,-4951.0,-29.75,17378.3,153111.0,,,st2008a.txt
2009,state,22,Louisiana,22,,,,10755,12513,0.8595,1728730,1758,113416,1842146,-934.0,-7.99,13028.0,163866.0,,,st2009a.txt
2010,state,22,Louisiana,22,,,,10210,11343,0.9001,1680965,1133,84216,1765181,-545.0,-5.07,10884.7,174076.0,10210.0,,st2010a.txt
2011,state,22,Louisiana,22,,,,9959,12173,0.8181,1729494,2214,189299,1918793,-251.0,-2.46,10308.0,184035.0,20169.0,,st2011a.txt
2012,state,22,Louisiana,22,,,,11526,13018,0.8854,2101794,1492,123384,2225178,1567.0,15.73,10565.0,195561.0,31695.0,,st2012a.txt
2013,state,22,Louisiana,22,,,,12380,14015,0.8833,2455233,1635,115148,2570381,854.0,7.41,11288.3,207941.0,44075.0,,st2013a.txt
2014,state,22,Louisiana,22,,,,12844,15255,0.842,2629597,2411,259193,2888790,464.0,3.75,12250.0,220785.0,56919.0,,st2014a.txt
2015,state,22,Louisiana,22,,,,12322,13830,0.891,2636748,1508,140266,2777014,-522.0,-4.06,12515.3,233107.0,69241.0,,st2015a.txt
2016,state,22,Louisiana,22,,,,12518,14503,0.8631,2561013,1985,205637,2766650,196.0,1.59,12561.3,245625.0,81759.0,,st2016a.txt
2017,state,22,Louisiana,22,,,,13557,15224,0.8905,2800089,1667,186190,2986279,1039.0,8.3,12799.0,259182.0,95316.0,,st2017a.txt
2018,state,22,Louisiana,22,,,,13733,15835,0.8673,2837044,2102,271364,3108408,176.0,1.3,13269.3,272915.0,109049.0,,st2018a.txt
2019,state,22,Louisiana,22,,,,14013,15793,0.8873,2903602,1780,232484,3136086,280.0,2.04,13767.7,286928.0,123062.0,,st2019a.txt
2020,state,22,Louisiana,22,,,,15457,17283,0.8943,3192636,1826,235138,3427774,1444.0,10.3,14401.0,302385.0,138519.0,15457.0,st2020a.txt
2021,state,22,Louisiana,22,,,,16937,19147,0.8846,3783984,2210,270077,4054061,1480.0,9.57,15469.0,319322.0,155456.0,32394.0,st2021a.txt
2022,state,22,Louisiana,22,,,,13557,15544,0.8722,3383744,1987,246788,3630532,-3380.0,-19.96,15317.0,332879.0,169013.0,45951.0,st2022a.txt
2023,state,22,Louisiana,22,,,,11243,14247,0.7891,2789851,3004,448415,3238266,-2314.0,-17.07,13912.3,344122.0,180256.0,57194.0,st2023a.txt
2024,state,22,Louisiana,22,,,,12120,14310,0.847,3043103,2190,361185,3404288,877.0,7.8,12306.7,356242.0,192376.0,69314.0,st2024a.txt
2000,state,23,Maine,23,,,,5748,6177,0.9305,691944,429,31035,722979,,,,5748.0,,,st2000a.txt
2001,state,23,Maine,23,,,,5931,6492,0.9136,729931,561,46421,776352,183.0,3.18,,11679.0,,,st2001a.txt
2002,state,23,Maine,23,,,,6421,7207,0.8909,838218,786,60591,898809,490.0,8.26,6033.3,18100.0,,,st2002a.txt
2003,state,23,Maine,23,,,,7308,7933,0.9212,1012369,625,54302,1066671,887.0,13.81,6553.3,25408.0,,,st2003a.txt
2004,state,23,Maine,23,,,,8053,8771,0.9181,1189733,718,59187,1248920,745.0,10.19,7260.7,33461.0,,,st2004a.txt
2005,state,23,Maine,23,,,,7810,8969,0.8708,1252213,1159,110158,1362371,-243.0,-3.02,7723.7,41271.0,,,st2005a.txt
2006,state,23,Maine,23,,,,6483,7293,0.8889,1052995,810,72305,1125300,-1327.0,-16.99,7448.7,47754.0,,,st2006a.txt
2007,state,23,Maine,23,,,,5053,5873,0.8604,863113,820,71303,934416,-1430.0,-22.06,6448.7,52807.0,,,st2007a.txt
2008,state,23,Maine,23,,,,3099,3615,0.8573,538958,516,43232,582190,-1954.0,-38.67,4878.3,55906.0,,,st2008a.txt
2009,state,23,Maine,23,,,,2816,3121,0.9023,466152,305,27059,493211,-283.0,-9.13,3656.0,58722.0,,,st2009a.txt
2010,state,23,Maine,23,,,,2812,3034,0.9268,504064,222,21216,525280,-4.0,-0.14,2909.0,61534.0,2812.0,,st2010a.txt
2011,state,23,Maine,23,,,,2279,2744,0.8305,407887,465,27781,435668,-533.0,-18.95,2635.7,63813.0,5091.0,,st2011a.txt
2012,state,23,Maine,23,,,,2496,3001,0.8317,459116,505,40250,499366,217.0,9.52,2529.0,66309.0,7587.0,,st2012a.txt
2013,state,23,Maine,23,,,,2812,3427,0.8205,557766,615,61152,618918,316.0,12.66,2529.0,69121.0,10399.0,,st2013a.txt
2014,state,23,Maine,23,,,,2713,3242,0.8368,564680,529,48223,612903,-99.0,-3.52,2673.7,71834.0,13112.0,,st2014a.txt
2015,state,23,Maine,23,,,,2853,3699,0.7713,588506,846,94508,683014,140.0,5.16,2792.7,74687.0,15965.0,,st2015a.txt
2016,state,23,Maine,23,,,,3265,4010,0.8142,698508,745,78436,776944,412.0,14.44,2943.7,77952.0,19230.0,,st2016a.txt
2017,state,23,Maine,23,,,,3583,4358,0.8222,755783,775,71966,827749,318.0,9.74,3233.7,81535.0,22813.0,,st2017a.txt
2018,state,23,Maine,23,,,,3660,4697,0.7792,844208,1037,115091,959299,77.0,2.15,3502.7,85195.0,26473.0,,st2018a.txt
2019,state,23,Maine,23,,,,3474,4760,0.7298,833466,1286,171274,1004740,-186.0,-5.08,3572.3,88669.0,29947.0,,st2019a.txt
2020,state,23,Maine,23,,,,4180,5304,0.7881,1042442,1124,151696,1194138,706.0,20.32,3771.3,92849.0,34127.0,4180.0,st2020a.txt
2021,state,23,Maine,23,,,,5238,6530,0.8021,1405235,1292,188564,1593799,1058.0,25.31,4297.3,98087.0,39365.0,9418.0,st2021a.txt
2022,state,23,Maine,23,,,,4907,7094,0.6917,1362318,2187,305394,1667712,-331.0,-6.32,4775.0,102994.0,44272.0,14325.0,st2022a.txt
2023,state,23,Maine,23,,,,4540,6183,0.7343,1381322,1643,228798,1610120,-367.0,-7.48,4895.0,107534.0,48812.0,18865.0,st2023a.txt
2024,state,23,Maine,23,,,,4650,6034,0.7706,1464316,1384,215239,1679555,110.0,2.42,4699.0,112184.0,53462.0,23515.0,st2024a.txt
2000,state,24,Maryland,24,,,,25132,30358,0.8279,2960680,5226,271447,3232127,,,,25132.0,,,st2000a.txt
2001,state,24,Maryland,24,,,,23708,29059,0.8159,2928667,5351,299382,3228049,-1424.0,-5.67,,48840.0,,,st2001a.txt
2002,state,24,Maryland,24,,,,24004,29293,0.8194,3195865,5289,322054,3517919,296.0,1.25,24281.3,72844.0,,,st2002a.txt
2003,state,24,Maryland,24,,,,23398,29914,0.7822,3312192,6516,411435,3723627,-606.0,-2.52,23703.3,96242.0,,,st2003a.txt
2004,state,24,Maryland,24,,,,21553,27382,0.7871,3385055,5829,437621,3822676,-1845.0,-7.89,22985.0,117795.0,,,st2004a.txt
2005,state,24,Maryland,24,,,,22909,30180,0.7591,4064483,7271,623147,4687630,1356.0,6.29,22620.0,140704.0,,,st2005a.txt
2006,state,24,Maryland,24,,,,17858,23262,0.7677,3242004,5404,647927,3889931,-5051.0,-22.05,20773.3,158562.0,,,st2006a.txt
2007,state,24,Maryland,24,,,,13232,18582,0.7121,3147201,5350,621624,3768825,-4626.0,-25.9,17999.7,171794.0,,,st2007a.txt
2008,state,24,Maryland,24,,,,8927,13018,0.6857,1743648,4091,486035,2229683,-4305.0,-32.53,13339.0,180721.0,,,st2008a.txt
2009,state,24,Maryland,24,,,,8133,11123,0.7312,1573073,2990,515957,2089030,-794.0,-8.89,10097.3,188854.0,,,st2009a.txt
2010,state,24,Maryland,24,,,,8489,11931,0.7115,1612289,3442,339580,1951869,356.0,4.38,8516.3,197343.0,8489.0,,st2010a.txt
2011,state,24,Maryland,24,,,,8362,13481,0.6203,1704432,5119,500198,2204630,-127.0,-1.5,8328.0,205705.0,16851.0,,st2011a.txt
2012,state,24,Maryland,24,,,,9232,15217,0.6067,1840591,5985,569275,2409866,870.0,10.4,8694.3,214937.0,26083.0,,st2012a.txt
2013,state,24,Maryland,24,,,,10667,17918,0.5953,2141126,7251,670099,2811225,1435.0,15.54,9420.3,225604.0,36750.0,,st2013a.txt
2014,state,24,Maryland,24,,,,10541,16331,0.6455,2141945,5790,747226,2889171,-126.0,-1.18,10146.7,236145.0,47291.0,,st2014a.txt
2015,state,24,Maryland,24,,,,11108,17057,0.6512,2311331,5949,769289,3080620,567.0,5.38,10772.0,247253.0,58399.0,,st2015a.txt
2016,state,24,Maryland,24,,,,11059,17044,0.6489,2353850,5985,812995,3166845,-49.0,-0.44,10902.7,258312.0,69458.0,,st2016a.txt
2017,state,24,Maryland,24,,,,12384,16224,0.7633,2698698,3840,558636,3257334,1325.0,11.98,11517.0,270696.0,81842.0,,st2017a.txt
2018,state,24,Maryland,24,,,,12975,18647,0.6958,2872292,5672,829557,3701849,591.0,4.77,12139.3,283671.0,94817.0,,st2018a.txt
2019,state,24,Maryland,24,,,,12053,18491,0.6518,2733697,6438,1020326,3754023,-922.0,-7.11,12470.7,295724.0,106870.0,,st2019a.txt
2020,state,24,Maryland,24,,,,12993,17982,0.7226,2992616,4989,860925,3853541,940.0,7.8,12673.7,308717.0,119863.0,12993.0,st2020a.txt
2021,state,24,Maryland,24,,,,12520,18496,0.6769,3201070,5976,810457,4011527,-473.0,-3.64,12522.0,321237.0,132383.0,25513.0,st2021a.txt
2022,state,24,Maryland,24,,,,10117,22860,0.4426,2852446,12743,1760002,4612448,-2403.0,-19.19,11876.7,331354.0,142500.0,35630.0,st2022a.txt
2023,state,24,Maryland,24,,,,10490,18453,0.5685,2932201,7963,1352073,4284274,373.0,3.69,11042.3,341844.0,152990.0,46120.0,st2023a.txt
2024,state,24,Maryland,24,,,,10885,16823,0.647,3274820,5938,1337690,4612510,395.0,3.77,10497.3,352729.0,163875.0,57005.0,st2024a.txt
2000,state,25,Massachusetts,25,,,,14199,18000,0.7888,2380067,3801,361176,2741243,,,,14199.0,,,st2000a.txt
2001,state,25,Massachusetts,25,,,,13030,17034,0.7649,2326713,4004,362018,2688731,-1169.0,-8.23,,27229.0,,,st2001a.txt
2002,state,25,Massachusetts,25,,,,13636,17465,0.7808,2460955,3829,326698,2787653,606.0,4.65,13621.7,40865.0,,,st2002a.txt
2003,state,25,Massachusetts,25,,,,13037,20257,0.6436,2505756,7220,635610,3141366,-599.0,-4.39,13234.3,53902.0,,,st2003a.txt
2004,state,25,Massachusetts,25,,,,14842,22477,0.6603,3020736,7635,769652,3790388,1805.0,13.85,13838.3,68744.0,,,st2004a.txt
2005,state,25,Massachusetts,25,,,,14585,24549,0.5941,3140384,9964,909951,4050335,-257.0,-1.73,14154.7,83329.0,,,st2005a.txt
2006,state,25,Massachusetts,25,,,,10916,19580,0.5575,2387456,8664,861754,3249210,-3669.0,-25.16,13447.7,94245.0,,,st2006a.txt
2007,state,25,Massachusetts,25,,,,8928,15358,0.5813,2135069,6430,777807,2912876,-1988.0,-18.21,11476.3,103173.0,,,st2007a.txt
2008,state,25,Massachusetts,25,,,,5368,9883,0.5432,1412260,4515,486467,1898727,-3560.0,-39.87,8404.0,108541.0,,,st2008a.txt
2009,state,25,Massachusetts,25,,,,5074,7941,0.639,1236128,2867,318242,1554370,-294.0,-5.48,6456.7,113615.0,,,st2009a.txt
2010,state,25,Massachusetts,25,,,,5839,9075,0.6434,1489297,3236,327696,1816993,765.0,15.08,5427.0,119454.0,5839.0,,st2010a.txt
2011,state,25,Massachusetts,25,,,,4899,7725,0.6342,1373436,2826,387635,1761071,-940.0,-16.1,5270.7,124353.0,10738.0,,st2011a.txt
2012,state,25,Massachusetts,25,,,,5920,11111,0.5328,1688102,5191,733714,2421816,1021.0,20.84,5552.7,130273.0,16658.0,,st2012a.txt
2013,state,25,Massachusetts,25,,,,7100,14569,0.4873,1993203,7469,1774872,3768075,1180.0,19.93,5973.0,137373.0,23758.0,,st2013a.txt
2014,state,25,Massachusetts,25,,,,7330,14486,0.506,2070324,7156,1230298,3300622,230.0,3.24,6783.3,144703.0,31088.0,,st2014a.txt
2015,state,25,Massachusetts,25,,,,6922,17424,0.3973,2032508,10502,1948013,3980521,-408.0,-5.57,7117.3,151625.0,38010.0,,st2015a.txt
2016,state,25,Massachusetts,25,,,,7641,16288,0.4691,2376986,8647,1569461,3946447,719.0,10.39,7297.7,159266.0,45651.0,,st2016a.txt
2017,state,25,Massachusetts,25,,,,7278,17728,0.4105,2292649,10450,1799767,4092416,-363.0,-4.75,7280.3,166544.0,52929.0,,st2017a.txt
2018,state,25,Massachusetts,25,,,,7169,17044,0.4206,2350756,9875,1807208,4157964,-109.0,-1.5,7362.7,173713.0,60098.0,,st2018a.txt
2019,state,25,Massachusetts,25,,,,6292,17365,0.3623,2094983,11073,1584218,3679201,-877.0,-12.23,6913.0,180005.0,66390.0,,st2019a.txt
2020,state,25,Massachusetts,25,,,,6754,17025,0.3967,2209662,10271,2551824,4761486,462.0,7.34,6738.3,186759.0,73144.0,6754.0,st2020a.txt
2021,state,25,Massachusetts,25,,,,7231,19853,0.3642,2839909,12622,2101885,4941794,477.0,7.06,6759.0,193990.0,80375.0,13985.0,st2021a.txt
2022,state,25,Massachusetts,25,,,,6232,16830,0.3703,2712193,10598,2516243,5228436,-999.0,-13.82,6739.0,200222.0,86607.0,20217.0,st2022a.txt
2023,state,25,Massachusetts,25,,,,5075,13214,0.3841,2379576,8139,2037603,4417179,-1157.0,-18.57,6179.3,205297.0,91682.0,25292.0,st2023a.txt
2024,state,25,Massachusetts,25,,,,5626,14338,0.3924,2701089,8712,2436802,5137891,551.0,10.86,5644.3,210923.0,97308.0,30918.0,st2024a.txt
2000,state,26,Michigan,26,,,,42960,52489,0.8185,5696266,9529,559601,6255867,,,,42960.0,,,st2000a.txt
2001,state,26,Michigan,26,,,,40517,50139,0.8081,5483097,9622,602239,6085336,-2443.0,-5.69,,83477.0,,,st2001a.txt
2002,state,26,Michigan,26,,,,41656,49968,0.8337,5788935,8312,582896,6371831,1139.0,2.81,41711.0,125133.0,,,st2002a.txt
2003,state,26,Michigan,26,,,,44726,53913,0.8296,6434096,9187,618453,7052549,3070.0,7.37,42299.7,169859.0,,,st2003a.txt
2004,state,26,Michigan,26,,,,45881,54721,0.8385,6954522,8840,670073,7624595,1155.0,2.58,44087.7,215740.0,,,st2004a.txt
2005,state,26,Michigan,26,,,,38875,45328,0.8576,6102382,6453,540036,6642418,-7006.0,-15.27,43160.7,254615.0,,,st2005a.txt
2006,state,26,Michigan,26,,,,24782,29191,0.849,4099963,4409,392948,4492911,-14093.0,-36.25,36512.7,279397.0,,,st2006a.txt
2007,state,26,Michigan,26,,,,15195,17767,0.8552,2672944,2572,235275,2908219,-9587.0,-38.69,26284.0,294592.0,,,st2007a.txt
2008,state,26,Michigan,26,,,,8984,10911,0.8234,1630982,1927,161254,1792236,-6211.0,-40.88,16320.3,303576.0,,,st2008a.txt
2009,state,26,Michigan,26,,,,6236,6884,0.9059,1117034,648,55867,1172901,-2748.0,-30.59,10138.3,309812.0,,,st2009a.txt
2010,state,26,Michigan,26,,,,7755,9075,0.8545,1447226,1320,106074,1553300,1519.0,24.36,7658.3,317567.0,7755.0,,st2010a.txt
2011,state,26,Michigan,26,,,,7937,9341,0.8497,1572098,1404,116100,1688198,182.0,2.35,7309.3,325504.0,15692.0,,st2011a.txt
2012,state,26,Michigan,26,,,,10234,11692,0.8753,2123718,1458,156593,2280311,2297.0,28.94,8642.0,335738.0,25926.0,,st2012a.txt
