year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,source_file,geo_level
2014,county,02020,Anchorage Borough,02,020,02020,,572,770,0.7429,179917040,198,31600484,211517524,co2014a.txt,county
2014,county,02020,Anchorage Municipality,02,020,02020,,572,770,0.7429,179917040,198,31600484,211517524,co2014a.txt,county
2014,county,02110,Juneau Borough,02,110,02110,,68,204,0.3333,13906374,136,15790284,29696658,co2014a.txt,county
2014,county,02110,Juneau City and Borough,02,110,02110,,68,204,0.3333,13906374,136,15790284,29696658,co2014a.txt,county
2014,county,02220,Sitka Borough,02,220,02220,,17,17,1.0,4543725,0,0,4543725,co2014a.txt,county
2014,county,02220,Sitka City and Borough,02,220,02220,,17,17,1.0,4543725,0,0,4543725,co2014a.txt,county
2014,county,02282,Yakutat Borough,02,282,02282,,3,3,1.0,570364,0,0,570364,co2014a.txt,county
2014,county,02282,Yakutat City and Borough,02,282,02282,,3,3,1.0,570364,0,0,570364,co2014a.txt,county
2014,county,24037,St. Mary's County,24,037,24037,,451,457,0.9869,101387229,6,1094000,102481229,co2014a.txt,county
2014,county,24037,St. Marys County,24,037,24037,,451,457,0.9869,101387229,6,1094000,102481229,co2014a.txt,county
2015,county,02020,Anchorage Borough,02,020,02020,,648,834,0.777,202797264,186,29992720,232789984,co2015a.txt,county
2015,county,02020,Anchorage Municipality,02,020,02020,,648,834,0.777,202797264,186,29992720,232789984,co2015a.txt,county
2015,county,02110,Juneau Borough,02,110,02110,,82,94,0.8723,17354854,12,1468998,18823852,co2015a.txt,county
2015,county,02110,Juneau City and Borough,02,110,02110,,82,94,0.8723,17354854,12,1468998,18823852,co2015a.txt,county
2015,county,02220,Sitka Borough,02,220,02220,,18,20,0.9,5968110,2,574745,6542855,co2015a.txt,county
2015,county,02220,Sitka City and Borough,02,220,02220,,18,20,0.9,5968110,2,574745,6542855,co2015a.txt,county
2015,county,02282,Yakutat Borough,02,282,02282,,0,0,,0,0,0,0,co2015a.txt,county
2015,county,02282,Yakutat City and Borough,02,282,02282,,0,0,,0,0,0,0,co2015a.txt,county
2015,county,24037,St. Mary's County,24,037,24037,,626,641,0.9766,112224455,15,2736000,114960455,co2015a.txt,county
2015,county,24037,St. Marys County,24,037,24037,,626,641,0.9766,112224455,15,2736000,114960455,co2015a.txt,county
2000,cbsa,09999,Abilene  TX MSA,,,,09999,164,374,0.4385,22306,210,11340,33646,ma2000a.txt,cbsa
2000,cbsa,09999,Albany  GA MSA,,,,09999,466,681,0.6843,53509,215,6055,59564,ma2000a.txt,cbsa
2000,cbsa,09999,Albany-Schenectady-Troy  NY MSA,,,,09999,2216,2629,0.8429,316903,413,19328,336231,ma2000a.txt,cbsa
2000,cbsa,09999,Albuquerque  NM MSA,,,,09999,4663,4773,0.977,468594,110,5397,473991,ma2000a.txt,cbsa
2000,cbsa,09999,Alexandria  LA MSA,,,,09999,376,440,0.8545,42189,64,2687,44876,ma2000a.txt,cbsa
2000,cbsa,09999,Allentown-Bethlehem-Easton  PA MSA,,,,09999,2504,2863,0.8746,319721,359,16449,336170,ma2000a.txt,cbsa
2000,cbsa,09999,Altoona  PA MSA,,,,09999,212,226,0.9381,19883,14,1064,20947,ma2000a.txt,cbsa
2000,cbsa,09999,Amarillo  TX MSA,,,,09999,547,557,0.982,71265,10,528,71793,ma2000a.txt,cbsa
2000,cbsa,09999,Anchorage  AK MSA,,,,09999,821,1190,0.6899,159931,369,42924,202855,ma2000a.txt,cbsa
2000,cbsa,09999,Anniston  AL MSA,,,,09999,252,336,0.75,40420,84,3225,43645,ma2000a.txt,cbsa
2000,cbsa,09999,Appleton-Oshkosh-Neenah  WI MSA,,,,09999,1794,2681,0.6692,259722,887,45149,304871,ma2000a.txt,cbsa
2000,cbsa,09999,Asheville  NC MSA,,,,09999,1134,1470,0.7714,157501,336,17163,174664,ma2000a.txt,cbsa
2000,cbsa,09999,Athens  GA MSA,,,,09999,931,1358,0.6856,112061,427,23948,136009,ma2000a.txt,cbsa
2000,cbsa,09999,Atlanta  GA MSA,,,,09999,46747,64216,0.728,5149752,17469,922236,6071988,ma2000a.txt,cbsa
2000,cbsa,09999,Auburn-Opelika  AL MSA,,,,09999,330,574,0.5749,46680,244,12888,59568,ma2000a.txt,cbsa
2000,cbsa,09999,Augusta-Aiken  GA-SC MSA,,,,09999,2231,2277,0.9798,261745,46,2336,264081,ma2000a.txt,cbsa
2000,cbsa,09999,Austin-San Marcos  TX MSA,,,,09999,12932,21774,0.5939,1650506,8842,374836,2025342,ma2000a.txt,cbsa
2000,cbsa,09999,Bakersfield  CA MSA,,,,09999,2862,3070,0.9322,357796,208,13307,371103,ma2000a.txt,cbsa
2000,cbsa,09999,Bangor  ME MSA,,,,09999,235,361,0.651,24143,126,6415,30558,ma2000a.txt,cbsa
2000,cbsa,09999,Barnstable-Yarmouth  MA MSA,,,,09999,1248,1290,0.9674,259623,42,5248,264871,ma2000a.txt,cbsa
2000,cbsa,09999,Baton Rouge  LA MSA,,,,09999,2834,3222,0.8796,276635,388,16916,293551,ma2000a.txt,cbsa
2000,cbsa,09999,Beaumont-Port Arthur  TX MSA,,,,09999,791,810,0.9765,97282,19,1222,98504,ma2000a.txt,cbsa
2000,cbsa,09999,Bellingham  WA MSA,,,,09999,1069,1625,0.6578,138064,556,32539,170603,ma2000a.txt,cbsa
2000,cbsa,09999,Benton Harbor  MI MSA,,,,09999,485,507,0.9566,82240,22,1790,84030,ma2000a.txt,cbsa
2000,cbsa,09999,Billings  MT MSA,,,,09999,408,464,0.8793,50887,56,3494,54381,ma2000a.txt,cbsa
2000,cbsa,09999,Biloxi-Gulfport-Pascagoula  MS MSA,,,,09999,2048,3304,0.6199,199293,1256,56545,255838,ma2000a.txt,cbsa
2000,cbsa,09999,Binghamton  NY MSA,,,,09999,233,253,0.9209,30073,20,990,31063,ma2000a.txt,cbsa
2000,cbsa,09999,Birmingham  AL MSA,,,,09999,4352,5133,0.8478,569298,781,42454,611752,ma2000a.txt,cbsa
2000,cbsa,09999,Bismarck  ND MSA,,,,09999,386,502,0.7689,51581,116,12106,63687,ma2000a.txt,cbsa
2000,cbsa,09999,Bloomington  IN MSA,,,,09999,480,620,0.7742,64288,140,9008,73296,ma2000a.txt,cbsa
2000,cbsa,09999,Bloomington-Normal  IL MSA,,,,09999,650,909,0.7151,70966,259,7777,78743,ma2000a.txt,cbsa
2000,cbsa,09999,Boise City  ID MSA,,,,09999,5446,5968,0.9125,744619,522,26243,770862,ma2000a.txt,cbsa
2000,cbsa,09999,Brownsville-Harlingen-San Benito  TX MSA,,,,09999,2706,3111,0.8698,179463,405,15007,194470,ma2000a.txt,cbsa
2000,cbsa,09999,Bryan-College Station  TX MSA,,,,09999,752,1372,0.5481,78634,620,23330,101964,ma2000a.txt,cbsa
2000,cbsa,09999,Buffalo-Niagara Falls  NY MSA,,,,09999,1903,2672,0.7122,279665,769,32334,311999,ma2000a.txt,cbsa
2000,cbsa,09999,Burlington  VT MSA,,,,09999,635,756,0.8399,92259,121,7684,99943,ma2000a.txt,cbsa
2000,cbsa,09999,Canton-Massillon  OH MSA,,,,09999,1201,1279,0.939,185225,78,5954,191179,ma2000a.txt,cbsa
2000,cbsa,09999,Casper  WY MSA,,,,09999,107,145,0.7379,15058,38,1847,16905,ma2000a.txt,cbsa
2000,cbsa,09999,Cedar Rapids  IA MSA,,,,09999,850,1679,0.5063,97055,829,34814,131869,ma2000a.txt,cbsa
2000,cbsa,09999,Champaign-Urbana  IL MSA,,,,09999,594,1049,0.5663,77806,455,28066,105872,ma2000a.txt,cbsa
2000,cbsa,09999,Charleston-North Charleston  SC MSA,,,,09999,3906,5387,0.7251,616375,1481,127797,744172,ma2000a.txt,cbsa
2000,cbsa,09999,Charleston  WV MSA,,,,09999,317,367,0.8638,39508,50,2603,42111,ma2000a.txt,cbsa
2000,cbsa,09999,Charlotte-Gastonia-Rock Hill  NC-SC MSA,,,,09999,16380,23928,0.6846,2046710,7548,370873,2417583,ma2000a.txt,cbsa
2000,cbsa,09999,Charlottesville  VA MSA,,,,09999,1134,1188,0.9545,167712,54,3882,171594,ma2000a.txt,cbsa
2000,cbsa,09999,Chattanooga  TN-GA MSA,,,,09999,2155,2510,0.8586,255756,355,18100,273856,ma2000a.txt,cbsa
2000,cbsa,09999,Cheyenne  WY MSA,,,,09999,245,245,1.0,33835,0,0,33835,ma2000a.txt,cbsa
2000,cbsa,09999,Chico-Paradise  CA MSA,,,,09999,965,1134,0.851,118586,169,11794,130380,ma2000a.txt,cbsa
2000,cbsa,09999,Clarksville-Hopkinsville  TN-KY MSA,,,,09999,1215,1672,0.7267,83186,457,14145,97331,ma2000a.txt,cbsa
2000,cbsa,09999,Colorado Springs  CO MSA,,,,09999,5086,6264,0.8119,631556,1178,79222,710778,ma2000a.txt,cbsa
2000,cbsa,09999,Columbia  MO MSA,,,,09999,899,1263,0.7118,102059,364,16620,118679,ma2000a.txt,cbsa
2000,cbsa,09999,Columbia  SC MSA,,,,09999,3877,4319,0.8977,357193,442,16544,373737,ma2000a.txt,cbsa
2000,cbsa,09999,Columbus  GA-AL MSA,,,,09999,969,1638,0.5916,115127,669,33021,148148,ma2000a.txt,cbsa
2000,cbsa,09999,Columbus  OH MSA,,,,09999,10165,14853,0.6844,1510325,4688,219515,1729840,ma2000a.txt,cbsa
2000,cbsa,09999,Corpus Christi  TX MSA,,,,09999,970,1434,0.6764,104958,464,17924,122882,ma2000a.txt,cbsa
2000,cbsa,09999,Corvallis OR MSA,,,,09999,226,264,0.8561,41253,38,1851,43104,ma2000a.txt,cbsa
2000,cbsa,09999,Cumberland  MD-WV MSA,,,,09999,368,407,0.9042,44992,39,2107,47099,ma2000a.txt,cbsa
2000,cbsa,09999,Danville  VA MSA,,,,09999,290,358,0.8101,29445,68,2573,32018,ma2000a.txt,cbsa
2000,cbsa,09999,Davenport-Moline-Rock Island  IA-IL MSA,,,,09999,774,1028,0.7529,107243,254,12875,120118,ma2000a.txt,cbsa
2000,cbsa,09999,Dayton-Springfield  OH MSA,,,,09999,2116,2793,0.7576,303752,677,42849,346601,ma2000a.txt,cbsa
2000,cbsa,09999,Daytona Beach  FL MSA,,,,09999,4423,5032,0.879,467076,609,54675,521751,ma2000a.txt,cbsa
2000,cbsa,09999,Decatur  Al MSA,,,,09999,375,399,0.9398,39829,24,1014,40843,ma2000a.txt,cbsa
2000,cbsa,09999,Decatur  IL MSA,,,,09999,241,361,0.6676,33876,120,4869,38745,ma2000a.txt,cbsa
2000,cbsa,09999,Des Moines  IA MSA,,,,09999,2427,3017,0.8044,341603,590,52378,393981,ma2000a.txt,cbsa
2000,cbsa,09999,Dothan  AL MSA,,,,09999,376,698,0.5387,24705,322,9736,34441,ma2000a.txt,cbsa
2000,cbsa,09999,Dover  DE MSA,,,,09999,853,858,0.9942,74931,5,200,75131,ma2000a.txt,cbsa
2000,cbsa,09999,Dubuque  IA MSA,,,,09999,262,341,0.7683,37300,79,7683,44983,ma2000a.txt,cbsa
2000,cbsa,09999,Duluth-Superior  MN-WI MSA,,,,09999,724,832,0.8702,68604,108,7438,76042,ma2000a.txt,cbsa
2000,cbsa,09999,Eau Claire  WI MSA,,,,09999,839,1173,0.7153,107102,334,22307,129409,ma2000a.txt,cbsa
2000,cbsa,09999,El Paso  TX MSA,,,,09999,2879,3203,0.8988,153515,324,13078,166593,ma2000a.txt,cbsa
2000,cbsa,09999,Elkhart-Goshen  IN MSA,,,,09999,896,1296,0.6914,113447,400,12237,125684,ma2000a.txt,cbsa
2000,cbsa,09999,Elmira  NY MSA,,,,09999,142,178,0.7978,21145,36,1460,22605,ma2000a.txt,cbsa
2000,cbsa,09999,Enid  OK MSA,,,,09999,55,59,0.9322,9638,4,132,9770,ma2000a.txt,cbsa
2000,cbsa,09999,Erie  PA MSA,,,,09999,574,704,0.8153,64764,130,8039,72803,ma2000a.txt,cbsa
2000,cbsa,09999,Eugene-Springfield  OR MSA,,,,09999,1153,1330,0.8669,171828,177,11330,183158,ma2000a.txt,cbsa
2000,cbsa,09999,Evansville-Henderson  IN-KY MSA,,,,09999,1168,1747,0.6686,137282,579,17481,154763,ma2000a.txt,cbsa
2000,cbsa,09999,Fargo-Moorhead  ND-MN MSA,,,,09999,648,1304,0.4969,72599,656,27423,100022,ma2000a.txt,cbsa
2000,cbsa,09999,Fayetteville  NC MSA,,,,09999,814,1544,0.5272,79429,730,25236,104665,ma2000a.txt,cbsa
2000,cbsa,09999,Fayetteville-Springdale-Rogers  AR MSA,,,,09999,2003,2842,0.7048,219564,839,33454,253018,ma2000a.txt,cbsa
2000,cbsa,09999,Flagstaff  AZ-UT MSA,,,,09999,664,768,0.8646,101261,104,4883,106144,ma2000a.txt,cbsa
2000,cbsa,09999,Florence  AL MSA,,,,09999,220,324,0.679,20999,104,4735,25734,ma2000a.txt,cbsa
2000,cbsa,09999,Florence  SC MSA,,,,09999,516,645,0.8,44745,129,5498,50243,ma2000a.txt,cbsa
2000,cbsa,09999,Fort Collins-Loveland  CO MSA,,,,09999,2724,3524,0.773,379856,800,47510,427366,ma2000a.txt,cbsa
2000,cbsa,09999,Fort Myers-Cape Coral  FL MSA,,,,09999,5152,9120,0.5649,889069,3968,394744,1283813,ma2000a.txt,cbsa
2000,cbsa,09999,Fort Pierce-Port St. Lucie  FL MSA,,,,09999,2745,3477,0.7895,405858,732,36430,442288,ma2000a.txt,cbsa
2000,cbsa,09999,Fort Smith  AR-OK MSA,,,,09999,431,664,0.6491,49088,233,9951,59039,ma2000a.txt,cbsa
2000,cbsa,09999,Fort Walton Beach  FL MSA,,,,09999,1057,1489,0.7099,124557,432,52901,177458,ma2000a.txt,cbsa
2000,cbsa,09999,Fort Wayne  IN MSA,,,,09999,2416,2592,0.9321,358812,176,8255,367067,ma2000a.txt,cbsa
2000,cbsa,09999,Fresno  CA MSA,,,,09999,3458,3804,0.909,469374,346,21397,490771,ma2000a.txt,cbsa
2000,cbsa,09999,Gadsden  AL MSA,,,,09999,180,263,0.6844,18920,83,4019,22939,ma2000a.txt,cbsa
2000,cbsa,09999,Gainesville  FL MSA,,,,09999,1072,1973,0.5433,113188,901,51386,164574,ma2000a.txt,cbsa
2000,cbsa,09999,Glens Falls  NY MSA,,,,09999,485,550,0.8818,65201,65,5315,70516,ma2000a.txt,cbsa
2000,cbsa,09999,Goldsboro  NC MSA,,,,09999,357,428,0.8341,38060,71,2718,40778,ma2000a.txt,cbsa
2000,cbsa,09999,Grand Forks  ND-MN MSA,,,,09999,151,155,0.9742,16761,4,240,17001,ma2000a.txt,cbsa
2000,cbsa,09999,Grand Junction  CO MSA,,,,09999,1132,1316,0.8602,117688,184,10598,128286,ma2000a.txt,cbsa
2000,cbsa,09999,Grand Rapids-Muskegon-Holland  MI MSA,,,,09999,5662,6614,0.8561,752525,952,48141,800666,ma2000a.txt,cbsa
2000,cbsa,09999,Great Falls  MT MSA,,,,09999,81,99,0.8182,10941,18,1048,11989,ma2000a.txt,cbsa
2000,cbsa,09999,Green Bay  WI MSA,,,,09999,1130,1559,0.7248,173722,429,23919,197641,ma2000a.txt,cbsa
2000,cbsa,09999,Greensboro--Winston-Salem--High Point  NC MSA,,,,09999,8056,9806,0.8215,933061,1750,67602,1000663,ma2000a.txt,cbsa
2000,cbsa,09999,Greenville  NC MSA,,,,09999,722,1766,0.4088,81643,1044,42202,123845,ma2000a.txt,cbsa
2000,cbsa,09999,Greenville-Spartanburg-Anderson  SC MSA,,,,09999,6047,6850,0.8828,596450,803,35455,631905,ma2000a.txt,cbsa
2000,cbsa,09999,Harrisburg-Lebanon-Carlisle  PA MSA,,,,09999,2244,2467,0.9096,250665,223,14921,265586,ma2000a.txt,cbsa
2000,cbsa,09999,Hartford  CT MSA,,,,09999,3147,3340,0.9422,396756,193,7878,404634,ma2000a.txt,cbsa
2000,cbsa,09999,Hattiesburg  MS MSA,,,,09999,144,326,0.4417,15857,182,9053,24910,ma2000a.txt,cbsa
2000,cbsa,09999,Hickory-Morganton-Lenoir  NC MSA,,,,09999,2004,2190,0.9151,259140,186,8714,267854,ma2000a.txt,cbsa
2000,cbsa,09999,Honolulu  HI MSA,,,,09999,1732,1969,0.8796,273939,237,14809,288748,ma2000a.txt,cbsa
2000,cbsa,09999,Houma  LA MSA,,,,09999,692,696,0.9943,68172,4,144,68316,ma2000a.txt,cbsa
2000,cbsa,09999,Huntington-Ashland  WV-KY-OH MSA,,,,09999,244,288,0.8472,21563,44,2027,23590,ma2000a.txt,cbsa
2000,cbsa,09999,Huntsville  AL MSA,,,,09999,1058,1210,0.8744,62833,152,4928,67761,ma2000a.txt,cbsa
2000,cbsa,09999,Indianapolis  IN MSA,,,,09999,12686,15356,0.8261,1856403,2670,151503,2007906,ma2000a.txt,cbsa
2000,cbsa,09999,Iowa City  IA MSA,,,,09999,529,1151,0.4596,83687,622,38917,122604,ma2000a.txt,cbsa
2000,cbsa,09999,Jackson  MI MSA,,,,09999,688,919,0.7486,73396,231,12235,85631,ma2000a.txt,cbsa
2000,cbsa,09999,Jackson  MS MSA,,,,09999,1987,2270,0.8753,220992,283,13527,234519,ma2000a.txt,cbsa
2000,cbsa,09999,Jackson  TN MSA,,,,09999,656,656,1.0,66340,0,0,66340,ma2000a.txt,cbsa
2000,cbsa,09999,Jacksonville  FL MSA,,,,09999,7857,10571,0.7433,1122734,2714,189626,1312360,ma2000a.txt,cbsa
2000,cbsa,09999,Jacksonville  NC MSA,,,,09999,634,915,0.6929,57196,281,10265,67461,ma2000a.txt,cbsa
2000,cbsa,09999,Jamestown  NY MSA,,,,09999,208,236,0.8814,26423,28,2560,28983,ma2000a.txt,cbsa
2000,cbsa,09999,Janesville-Beloit  WI MSA,,,,09999,528,848,0.6226,62188,320,15877,78065,ma2000a.txt,cbsa
2000,cbsa,09999,Johnson City-Kingsport-Bristol  TN-VA MSA,,,,09999,1201,1501,0.8001,116538,300,10353,126891,ma2000a.txt,cbsa
2000,cbsa,09999,Johnstown  PA MSA,,,,09999,421,460,0.9152,38789,39,2556,41345,ma2000a.txt,cbsa
2000,cbsa,09999,Jonesboro  AR MSA,,,,09999,274,320,0.8562,29204,46,1492,30696,ma2000a.txt,cbsa
2000,cbsa,09999,Joplin  MO MSA,,,,09999,400,481,0.8316,36451,81,3408,39859,ma2000a.txt,cbsa
2000,cbsa,09999,Kalamazoo-Battle Creek  MI MSA,,,,09999,1687,2417,0.698,221578,730,45730,267308,ma2000a.txt,cbsa
2000,cbsa,09999,Kansas City  MO-KS MSA,,,,09999,9227,12867,0.7171,1286128,3640,189557,1475685,ma2000a.txt,cbsa
2000,cbsa,09999,Killeen-Temple  TX MSA,,,,09999,1399,1885,0.7422,152499,486,23573,176072,ma2000a.txt,cbsa
2000,cbsa,09999,Knoxville  TN MSA,,,,09999,3147,3990,0.7887,338358,843,39348,377706,ma2000a.txt,cbsa
2000,cbsa,09999,Kokomo  IN MSA,,,,09999,427,461,0.9262,58987,34,3409,62396,ma2000a.txt,cbsa
2000,cbsa,09999,La Crosse  WI-MN MSA,,,,09999,472,644,0.7329,64997,172,10481,75478,ma2000a.txt,cbsa
2000,cbsa,09999,Lafayette  LA MSA,,,,09999,1410,1458,0.9671,156469,48,1750,158219,ma2000a.txt,cbsa
2000,cbsa,09999,Lafayette  IN MSA,,,,09999,842,1787,0.4712,101901,945,46855,148756,ma2000a.txt,cbsa
2000,cbsa,09999,Lake Charles  LA MSA,,,,09999,893,959,0.9312,68030,66,2718,70748,ma2000a.txt,cbsa
2000,cbsa,09999,Lakeland-Winter Haven  FL MSA,,,,09999,3520,4746,0.7417,276665,1226,54015,330680,ma2000a.txt,cbsa
2000,cbsa,09999,Lancaster  PA MSA,,,,09999,1704,2016,0.8452,220322,312,30148,250470,ma2000a.txt,cbsa
2000,cbsa,09999,Lansing-East Lansing  MI MSA,,,,09999,1661,2316,0.7172,225641,655,35032,260673,ma2000a.txt,cbsa
2000,cbsa,09999,Laredo  TX MSA,,,,09999,1423,1863,0.7638,97252,440,14503,111755,ma2000a.txt,cbsa
2000,cbsa,09999,Las Cruces  NM MSA,,,,09999,754,982,0.7678,87979,228,7941,95920,ma2000a.txt,cbsa
2000,cbsa,09999,Las Vegas  NV-AZ MSA,,,,09999,23169,28162,0.8227,2553008,4993,288007,2841015,ma2000a.txt,cbsa
2000,cbsa,09999,Lawrence  KS MSA,,,,09999,478,803,0.5953,64197,325,19672,83869,ma2000a.txt,cbsa
2000,cbsa,09999,Lawton  OK MSA,,,,09999,128,138,0.9275,15111,10,50,15161,ma2000a.txt,cbsa
2000,cbsa,09999,Lewiston-Auburn  ME MSA,,,,09999,169,180,0.9389,19868,11,968,20836,ma2000a.txt,cbsa
2000,cbsa,09999,Lexington  KY MSA,,,,09999,3311,4241,0.7807,374876,930,42016,416892,ma2000a.txt,cbsa
2000,cbsa,09999,Lima  OH MSA,,,,09999,369,395,0.9342,51901,26,1965,53866,ma2000a.txt,cbsa
2000,cbsa,09999,Lincoln  NE MSA,,,,09999,1312,1697,0.7731,174547,385,13255,187802,ma2000a.txt,cbsa
2000,cbsa,09999,Little Rock-North Little Rock  AR MSA,,,,09999,2232,2738,0.8152,311611,506,22269,333880,ma2000a.txt,cbsa
2000,cbsa,09999,Longview-Marshall  TX MSA,,,,09999,201,201,1.0,24571,0,0,24571,ma2000a.txt,cbsa
2000,cbsa,09999,Louisville  KY-IN MSA,,,,09999,5396,6751,0.7993,680100,1355,60121,740221,ma2000a.txt,cbsa
2000,cbsa,09999,Lubbock  TX MSA,,,,09999,804,924,0.8701,88050,120,6071,94121,ma2000a.txt,cbsa
2000,cbsa,09999,Lynchburg  VA MSA,,,,09999,911,1140,0.7991,131524,229,15171,146695,ma2000a.txt,cbsa
2000,cbsa,09999,Macon  GA MSA,,,,09999,2041,2692,0.7582,182946,651,26952,209898,ma2000a.txt,cbsa
2000,cbsa,09999,Madison  WI MSA,,,,09999,1992,3986,0.4997,313467,1994,152042,465509,ma2000a.txt,cbsa
2000,cbsa,09999,Mansfield  OH MSA,,,,09999,403,631,0.6387,52493,228,10801,63294,ma2000a.txt,cbsa
2000,cbsa,09999,McAllen-Edinburg-Mission  TX MSA,,,,09999,5019,5640,0.8899,287660,621,22718,310378,ma2000a.txt,cbsa
2000,cbsa,09999,Medford-Ashland  OR MSA,,,,09999,1140,1351,0.8438,142381,211,17629,160010,ma2000a.txt,cbsa
2000,cbsa,09999,Melbourne-Titusville-Palm Bay  FL MSA,,,,09999,3438,4284,0.8025,446700,846,63028,509728,ma2000a.txt,cbsa
2000,cbsa,09999,Memphis  TN-AR-MS MSA,,,,09999,6052,10259,0.5899,863700,4207,223691,1087391,ma2000a.txt,cbsa
2000,cbsa,09999,Merced  CA MSA,,,,09999,1344,1380,0.9739,180903,36,3129,184032,ma2000a.txt,cbsa
2000,cbsa,09999,Minneapolis-St. Paul  MN-WI MSA,,,,09999,16740,22306,0.7505,2638716,5566,480507,3119223,ma2000a.txt,cbsa
2000,cbsa,09999,Missoula  MT MSA,,,,09999,299,571,0.5236,28727,272,11451,40178,ma2000a.txt,cbsa
2000,cbsa,09999,Mobile  AL MSA,,,,09999,3587,4630,0.7747,381868,1043,92982,474850,ma2000a.txt,cbsa
2000,cbsa,09999,Modesto  CA MSA,,,,09999,2799,3023,0.9259,387253,224,13669,400922,ma2000a.txt,cbsa
2000,cbsa,09999,Monroe  LA MSA,,,,09999,366,395,0.9266,47605,29,1137,48742,ma2000a.txt,cbsa
2000,cbsa,09999,Montgomery  AL MSA,,,,09999,1212,1264,0.9589,116950,52,2779,119729,ma2000a.txt,cbsa
2000,cbsa,09999,Muncie  IN MSA,,,,09999,270,402,0.6716,45633,132,6324,51957,ma2000a.txt,cbsa
2000,cbsa,09999,Myrtle Beach  SC MSA,,,,09999,1907,4492,0.4245,221025,2585,185457,406482,ma2000a.txt,cbsa
2000,cbsa,09999,Naples  FL MSA,,,,09999,4065,7970,0.51,670985,3905,517326,1188311,ma2000a.txt,cbsa
2000,cbsa,09999,Nashville  TN MSA,,,,09999,8684,10607,0.8187,1178469,1923,116772,1295241,ma2000a.txt,cbsa
2000,cbsa,09999,New London-Norwich  CT-RI MSA,,,,09999,934,960,0.9729,123711,26,1647,125358,ma2000a.txt,cbsa
2000,cbsa,09999,New Orleans  LA MSA,,,,09999,3489,4183,0.8341,449758,694,67560,517318,ma2000a.txt,cbsa
2000,cbsa,09999,Norfolk-Virginia Beach-Newport News  VA-NC MSA,,,,09999,6499,7429,0.8748,858618,930,50393,909011,ma2000a.txt,cbsa
2000,cbsa,09999,Ocala  FL MSA,,,,09999,2333,2354,0.9911,363115,21,661,363776,ma2000a.txt,cbsa
2000,cbsa,09999,Odessa-Midland  TX MSA,,,,09999,262,396,0.6616,30603,134,7200,37803,ma2000a.txt,cbsa
2000,cbsa,09999,Oklahoma City  OK MSA,,,,09999,4162,5401,0.7706,512852,1239,63295,576147,ma2000a.txt,cbsa
2000,cbsa,09999,Omaha  NE-IA MSA,,,,09999,3759,5727,0.6564,388408,1968,94269,482677,ma2000a.txt,cbsa
2000,cbsa,09999,Orlando  FL MSA,,,,09999,15400,24924,0.6179,1889849,9524,512220,2402069,ma2000a.txt,cbsa
2000,cbsa,09999,Owensboro  KY MSA,,,,09999,707,835,0.8467,48510,128,5210,53720,ma2000a.txt,cbsa
2000,cbsa,09999,Panama City  FL MSA,,,,09999,759,1452,0.5227,92823,693,74333,167156,ma2000a.txt,cbsa
2000,cbsa,09999,Parkersburg-Marietta  WV-OH MSA,,,,09999,184,256,0.7188,18673,72,3067,21740,ma2000a.txt,cbsa
2000,cbsa,09999,Pensacola  FL MSA,,,,09999,2413,2511,0.961,247206,98,3948,251154,ma2000a.txt,cbsa
2000,cbsa,09999,Peoria-Pekin  IL MSA,,,,09999,1153,1564,0.7372,145776,411,20653,166429,ma2000a.txt,cbsa
2000,cbsa,09999,Phoenix-Mesa  AZ MSA,,,,09999,34232,45310,0.7555,4592708,11078,705108,5297816,ma2000a.txt,cbsa
2000,cbsa,09999,Pine Bluff  AR MSA,,,,09999,109,139,0.7842,7615,30,924,8539,ma2000a.txt,cbsa
2000,cbsa,09999,Pittsburgh  PA MSA,,,,09999,5130,6430,0.7978,712199,1300,75894,788093,ma2000a.txt,cbsa
2000,cbsa,09999,Pittsfield  MA MSA,,,,09999,122,168,0.7262,18815,46,2849,21664,ma2000a.txt,cbsa
2000,cbsa,09999,Pocatello  ID MSA,,,,09999,227,235,0.966,22721,8,626,23347,ma2000a.txt,cbsa
2000,cbsa,09999,Portland  ME MSA,,,,09999,1455,1547,0.9405,198986,92,5687,204673,ma2000a.txt,cbsa
2000,cbsa,09999,Providence-Fall River-Warwick  RI-MA MSA,,,,09999,2564,2982,0.8598,311980,418,22569,334549,ma2000a.txt,cbsa
2000,cbsa,09999,Provo-Orem  UT MSA,,,,09999,3193,3731,0.8558,470084,538,39063,509147,ma2000a.txt,cbsa
2000,cbsa,09999,Pueblo  CO MSA,,,,09999,1028,1098,0.9362,103487,70,3158,106645,ma2000a.txt,cbsa
2000,cbsa,09999,Punta Gorda  FL MSA,,,,09999,1211,1670,0.7251,152691,459,29607,182298,ma2000a.txt,cbsa
2000,cbsa,09999,Raleigh-Durham-Chapel Hill  NC MSA,,,,09999,12503,18553,0.6739,1807593,6050,295240,2102833,ma2000a.txt,cbsa
2000,cbsa,09999,Rapid City  SD MSA,,,,09999,413,427,0.9672,44099,14,784,44883,ma2000a.txt,cbsa
2000,cbsa,09999,Reading  PA MSA,,,,09999,1583,1809,0.8751,183559,226,8800,192359,ma2000a.txt,cbsa
