year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,yoy_change_units,yoy_percent_change,rolling_3yr_avg,cumulative_sfh_2000_2025,cumulative_sfh_2010_2025,cumulative_sfh_2020_2025,source_file
2017,cbsa,32900,Merced  CA,,,,32900,546,550,0.9927,131742,4,629,132371,-65.0,-10.64,461.7,13651.0,1909.0,,ma2017a.txt
2018,cbsa,32900,Merced  CA,,,,32900,630,630,1.0,143449,0,0,143449,84.0,15.38,595.7,14281.0,2539.0,,ma2018a.txt
2019,cbsa,32900,Merced  CA,,,,32900,948,948,1.0,275759,0,0,275759,318.0,50.48,708.0,15229.0,3487.0,,ma2019a.txt
2020,cbsa,32900,Merced  CA,,,,32900,998,1019,0.9794,255989,21,58055,314044,50.0,5.27,858.7,16227.0,4485.0,998.0,ma2020a.txt
2021,cbsa,32900,Merced  CA,,,,32900,1017,1017,1.0,307754,0,0,307754,19.0,1.9,987.7,17244.0,5502.0,2015.0,ma2021a.txt
2022,cbsa,32900,Merced  CA,,,,32900,373,730,0.511,108173,357,56458,164631,-644.0,-63.32,796.0,17617.0,5875.0,2388.0,ma2022a.txt
2023,cbsa,32900,Merced  CA,,,,32900,403,406,0.9926,120964,3,620,121584,30.0,8.04,597.7,18020.0,6278.0,2791.0,ma2023a.txt
2024,cbsa,32900,Merced  CA,,,,32900,517,520,0.9942,161088,3,257,161345,114.0,28.29,431.0,18537.0,6795.0,3308.0,cbsa2024a.txt
2024,cbsa,32940,Meridian  MS,,,,32940,27,27,1.0,8105,0,0,8105,,,,27.0,27.0,27.0,cbsa2024a.txt
2024,cbsa,33020,Mexico  MO,,,,33020,23,25,0.92,3953,2,400,4353,,,,23.0,23.0,23.0,cbsa2024a.txt
2024,cbsa,33060,Miami  OK,,,,33060,16,18,0.8889,3123,2,310,3433,,,,16.0,16.0,16.0,cbsa2024a.txt
2004,cbsa,33100,Miami-Fort Lauderdale-Miami Beach  FL,,,,33100,24653,46084,0.535,4191812,21431,2336936,6528748,1113.0,4.73,,48193.0,,,ma2004a.txt
2005,cbsa,33100,Miami-Fort Lauderdale-Miami Beach  FL,,,,33100,22220,45562,0.4877,4289739,23342,3270151,7559890,-2433.0,-9.87,,70413.0,,,ma2005a.txt
2006,cbsa,33100,Miami-Fort Lauderdale-Miami Beach  FL,,,,33100,14750,35110,0.4201,2992382,20360,3335996,6328378,-7470.0,-33.62,20541.0,85163.0,,,ma2006a.txt
2007,cbsa,33100,Miami-Fort Lauderdale-Miami Beach  FL,,,,33100,7101,15145,0.4689,1534409,8044,1175345,2709754,-7649.0,-51.86,14690.3,92264.0,,,ma2007a.txt
2008,cbsa,33100,Miami-Fort Lauderdale-Pompano Beach  FL,,,,33100,3272,7821,0.4184,795247,4549,529846,1325093,-3829.0,-53.92,8374.3,95536.0,,,ma2008a.txt
2009,cbsa,33100,Miami-Fort Lauderdale-Pompano Beach  FL,,,,33100,2289,3875,0.5907,561744,1586,197946,759690,-983.0,-30.04,4220.7,97825.0,,,ma2009a.txt
2010,cbsa,33100,Miami-Fort Lauderdale-Pompano Beach  FL,,,,33100,3171,5877,0.5396,756621,2706,271645,1028266,882.0,38.53,2910.7,100996.0,3171.0,,ma2010a.txt
2011,cbsa,33100,Miami-Fort Lauderdale-Pompano Beach  FL,,,,33100,4303,7532,0.5713,1037183,3229,270752,1307935,1132.0,35.7,3254.3,105299.0,7474.0,,ma2011a.txt
2012,cbsa,33100,Miami-Fort Lauderdale-Pompano Beach  FL,,,,33100,5089,13261,0.3838,1397620,8172,836384,2234004,786.0,18.27,4187.7,110388.0,12563.0,,ma2012a.txt
2013,cbsa,33100,Miami-Fort Lauderdale-Pompano Beach  FL,,,,33100,6369,19921,0.3197,1850278,13552,1351163,3201441,1280.0,25.15,5253.7,116757.0,18932.0,,ma2013a.txt
2014,cbsa,33100,Miami-Fort Lauderdale-West Palm Beach  FL,,,,33100,5791,15259,0.3795,1920613,9468,1561629,3482242,-578.0,-9.08,5749.7,122548.0,24723.0,,ma2014a.txt
2015,cbsa,33100,Miami-Fort Lauderdale-West Palm Beach  FL,,,,33100,7142,23450,0.3046,2194113,16308,2304088,4498201,1351.0,23.33,6434.0,129690.0,31865.0,,ma2015a.txt
2016,cbsa,33100,Miami-Fort Lauderdale-West Palm Beach  FL,,,,33100,6705,18742,0.3578,2098196,12037,2109281,4207477,-437.0,-6.12,6546.0,136395.0,38570.0,,ma2016a.txt
2017,cbsa,33100,Miami-Fort Lauderdale-West Palm Beach  FL,,,,33100,6655,19723,0.3374,2349555,13068,2216990,4566545,-50.0,-0.75,6834.0,143050.0,45225.0,,ma2017a.txt
2018,cbsa,33100,Miami-Fort Lauderdale-West Palm Beach  FL,,,,33100,7022,19553,0.3591,2447504,12531,1845315,4292819,367.0,5.51,6794.0,150072.0,52247.0,,ma2018a.txt
2019,cbsa,33100,Miami-Fort Lauderdale-Pompano Beach  FL,,,,33100,7241,20688,0.35,2617603,13447,2523493,5141096,219.0,3.12,6972.7,157313.0,59488.0,,ma2019a.txt
2020,cbsa,33100,Miami-Fort Lauderdale-Pompano Beach  FL,,,,33100,7808,21758,0.3589,2618156,13950,2143981,4762137,567.0,7.83,7357.0,165121.0,67296.0,7808.0,ma2020a.txt
2021,cbsa,33100,Miami-Fort Lauderdale-Pompano Beach  FL,,,,33100,8316,25313,0.3285,3421057,16997,3263385,6684442,508.0,6.51,7788.3,173437.0,75612.0,16124.0,ma2021a.txt
2022,cbsa,33100,Miami-Fort Lauderdale-Pompano Beach  FL,,,,33100,6971,19721,0.3535,3556855,12750,2336679,5893534,-1345.0,-16.17,7698.3,180408.0,82583.0,23095.0,ma2022a.txt
2023,cbsa,33100,Miami-Fort Lauderdale-Pompano Beach  FL,,,,33100,5512,21320,0.2585,2479709,15808,3500596,5980305,-1459.0,-20.93,6933.0,185920.0,88095.0,28607.0,ma2023a.txt
2024,cbsa,33100,Miami-Fort Lauderdale-West Palm Beach  FL,,,,33100,5825,16352,0.3562,2745318,10527,3660054,6405372,313.0,5.68,6102.7,191745.0,93920.0,34432.0,cbsa2024a.txt
2004,cbsa,33140,Michigan City-La Porte  IN,,,,33140,419,512,0.8184,59320,93,4518,63838,23.0,5.81,,815.0,,,ma2004a.txt
2005,cbsa,33140,Michigan City-La Porte  IN,,,,33140,441,577,0.7643,64455,136,9244,73699,22.0,5.25,,1256.0,,,ma2005a.txt
2006,cbsa,33140,Michigan City-La Porte  IN,,,,33140,375,382,0.9817,60641,7,300,60941,-66.0,-14.97,411.7,1631.0,,,ma2006a.txt
2007,cbsa,33140,Michigan City-La Porte  IN,,,,33140,301,330,0.9121,53685,29,2086,55771,-74.0,-19.73,372.3,1932.0,,,ma2007a.txt
2008,cbsa,33140,Michigan City-La Porte  IN,,,,33140,174,180,0.9667,33897,6,258,34155,-127.0,-42.19,283.3,2106.0,,,ma2008a.txt
2009,cbsa,33140,Michigan City-La Porte  IN,,,,33140,114,138,0.8261,22126,24,900,23026,-60.0,-34.48,196.3,2220.0,,,ma2009a.txt
2010,cbsa,33140,Michigan City-La Porte  IN,,,,33140,156,228,0.6842,25498,72,1976,27474,42.0,36.84,148.0,2376.0,156.0,,ma2010a.txt
2011,cbsa,33140,Michigan City-La Porte  IN,,,,33140,119,143,0.8322,22832,24,300,23132,-37.0,-23.72,129.7,2495.0,275.0,,ma2011a.txt
2012,cbsa,33140,Michigan City-La Porte  IN,,,,33140,122,306,0.3987,29204,184,5400,34604,3.0,2.52,132.3,2617.0,397.0,,ma2012a.txt
2013,cbsa,33140,Michigan City-La Porte  IN,,,,33140,97,113,0.8584,20838,16,540,21378,-25.0,-20.49,112.7,2714.0,494.0,,ma2013a.txt
2014,cbsa,33140,Michigan City-La Porte  IN,,,,33140,101,125,0.808,23748,24,800,24548,4.0,4.12,106.7,2815.0,595.0,,ma2014a.txt
2015,cbsa,33140,Michigan City-La Porte  IN,,,,33140,99,159,0.6226,29441,60,10300,39741,-2.0,-1.98,99.0,2914.0,694.0,,ma2015a.txt
2016,cbsa,33140,Michigan City-La Porte  IN,,,,33140,92,108,0.8519,20741,16,978,21719,-7.0,-7.07,97.3,3006.0,786.0,,ma2016a.txt
2017,cbsa,33140,Michigan City-La Porte  IN,,,,33140,147,157,0.9363,36290,10,1110,37400,55.0,59.78,112.7,3153.0,933.0,,ma2017a.txt
2018,cbsa,33140,Michigan City-La Porte  IN,,,,33140,134,140,0.9571,31550,6,600,32150,-13.0,-8.84,124.3,3287.0,1067.0,,ma2018a.txt
2019,cbsa,33140,Michigan City-La Porte  IN,,,,33140,113,115,0.9826,27435,2,200,27635,-21.0,-15.67,131.3,3400.0,1180.0,,ma2019a.txt
2020,cbsa,33140,Michigan City-La Porte  IN,,,,33140,118,120,0.9833,34278,2,333,34611,5.0,4.42,121.7,3518.0,1298.0,118.0,ma2020a.txt
2021,cbsa,33140,Michigan City-La Porte  IN,,,,33140,136,138,0.9855,47499,2,220,47719,18.0,15.25,122.3,3654.0,1434.0,254.0,ma2021a.txt
2022,cbsa,33140,Michigan City-La Porte  IN,,,,33140,124,322,0.3851,35672,198,24950,60622,-12.0,-8.82,126.0,3778.0,1558.0,378.0,ma2022a.txt
2023,cbsa,33140,Michigan City-La Porte  IN,,,,33140,161,233,0.691,62931,72,9120,72051,37.0,29.84,140.3,3939.0,1719.0,539.0,ma2023a.txt
2024,cbsa,33140,Michigan City-La Porte  IN,,,,33140,221,296,0.7466,81633,75,9500,91133,60.0,37.27,168.7,4160.0,1940.0,760.0,cbsa2024a.txt
2024,cbsa,33180,Middlesborough  KY,,,,33180,44,44,1.0,4607,0,0,4607,,,,44.0,44.0,44.0,cbsa2024a.txt
2014,cbsa,33220,Midland  MI,,,,33220,107,262,0.4084,19568,155,5075,24643,,,,107.0,107.0,,ma2014a.txt
2015,cbsa,33220,Midland  MI,,,,33220,108,130,0.8308,19721,22,3390,23111,1.0,0.93,,215.0,215.0,,ma2015a.txt
2016,cbsa,33220,Midland  MI,,,,33220,109,201,0.5423,19411,92,6793,26204,1.0,0.93,108.0,324.0,324.0,,ma2016a.txt
2017,cbsa,33220,Midland  MI,,,,33220,118,142,0.831,21268,24,1199,22467,9.0,8.26,111.7,442.0,442.0,,ma2017a.txt
2018,cbsa,33220,Midland  MI,,,,33220,84,88,0.9545,16106,4,432,16538,-34.0,-28.81,103.7,526.0,526.0,,ma2018a.txt
2019,cbsa,33220,Midland  MI,,,,33220,108,114,0.9474,22560,6,766,23326,24.0,28.57,103.3,634.0,634.0,,ma2019a.txt
2020,cbsa,33220,Midland  MI,,,,33220,123,123,1.0,26149,0,0,26149,15.0,13.89,105.0,757.0,757.0,123.0,ma2020a.txt
2021,cbsa,33220,Midland  MI,,,,33220,141,159,0.8868,32485,18,2115,34600,18.0,14.63,124.0,898.0,898.0,264.0,ma2021a.txt
2022,cbsa,33220,Midland  MI,,,,33220,108,130,0.8308,25794,22,2247,28041,-33.0,-23.4,124.0,1006.0,1006.0,372.0,ma2022a.txt
2023,cbsa,33220,Midland  MI,,,,33220,102,156,0.6538,28520,54,9395,37915,-6.0,-5.56,117.0,1108.0,1108.0,474.0,ma2023a.txt
2024,cbsa,33220,Midland  MI,,,,33220,104,314,0.3312,35269,210,39530,74799,2.0,1.96,104.7,1212.0,1212.0,578.0,cbsa2024a.txt
2004,cbsa,33260,Midland  TX,,,,33260,289,289,1.0,36745,0,0,36745,29.0,11.15,,549.0,,,ma2004a.txt
2005,cbsa,33260,Midland  TX,,,,33260,390,390,1.0,47265,0,0,47265,101.0,34.95,,939.0,,,ma2005a.txt
2006,cbsa,33260,Midland  TX,,,,33260,470,470,1.0,59817,0,0,59817,80.0,20.51,383.0,1409.0,,,ma2006a.txt
2007,cbsa,33260,Midland  TX,,,,33260,514,514,1.0,62159,0,0,62159,44.0,9.36,458.0,1923.0,,,ma2007a.txt
2008,cbsa,33260,Midland  TX,,,,33260,483,483,1.0,56747,0,0,56747,-31.0,-6.03,489.0,2406.0,,,ma2008a.txt
2009,cbsa,33260,Midland  TX,,,,33260,330,330,1.0,38271,0,0,38271,-153.0,-31.68,442.3,2736.0,,,ma2009a.txt
2010,cbsa,33260,Midland  TX,,,,33260,394,394,1.0,54595,0,0,54595,64.0,19.39,402.3,3130.0,394.0,,ma2010a.txt
2011,cbsa,33260,Midland  TX,,,,33260,539,539,1.0,96880,0,0,96880,145.0,36.8,421.0,3669.0,933.0,,ma2011a.txt
2012,cbsa,33260,Midland  TX,,,,33260,599,1009,0.5937,109681,410,25750,135431,60.0,11.13,510.7,4268.0,1532.0,,ma2012a.txt
2013,cbsa,33260,Midland  TX,,,,33260,732,1824,0.4013,156776,1092,86854,243630,133.0,22.2,623.3,5000.0,2264.0,,ma2013a.txt
2014,cbsa,33260,Midland  TX,,,,33260,920,1556,0.5913,186993,636,49000,235993,188.0,25.68,750.3,5920.0,3184.0,,ma2014a.txt
2015,cbsa,33260,Midland  TX,,,,33260,766,1030,0.7437,179518,264,25500,205018,-154.0,-16.74,806.0,6686.0,3950.0,,ma2015a.txt
2016,cbsa,33260,Midland  TX,,,,33260,636,676,0.9408,120990,40,9508,130498,-130.0,-16.97,774.0,7322.0,4586.0,,ma2016a.txt
2017,cbsa,33260,Midland  TX,,,,33260,766,766,1.0,160758,0,0,160758,130.0,20.44,722.7,8088.0,5352.0,,ma2017a.txt
2018,cbsa,33260,Midland  TX,,,,33260,1227,1227,1.0,309416,0,0,309416,461.0,60.18,876.3,9315.0,6579.0,,ma2018a.txt
2019,cbsa,33260,Midland  TX,,,,33260,1306,1306,1.0,215009,0,0,215009,79.0,6.44,1099.7,10621.0,7885.0,,ma2019a.txt
2020,cbsa,33260,Midland  TX,,,,33260,1292,1292,1.0,178786,0,0,178786,-14.0,-1.07,1275.0,11913.0,9177.0,1292.0,ma2020a.txt
2021,cbsa,33260,Midland  TX,,,,33260,872,872,1.0,176067,0,0,176067,-420.0,-32.51,1156.7,12785.0,10049.0,2164.0,ma2021a.txt
2022,cbsa,33260,Midland  TX,,,,33260,594,594,1.0,142688,0,0,142688,-278.0,-31.88,919.3,13379.0,10643.0,2758.0,ma2022a.txt
2023,cbsa,33260,Midland  TX,,,,33260,810,818,0.9902,204721,8,550,205271,216.0,36.36,758.7,14189.0,11453.0,3568.0,ma2023a.txt
2024,cbsa,33260,Midland  TX,,,,33260,1505,1509,0.9973,302876,4,450,303326,695.0,85.8,969.7,15694.0,12958.0,5073.0,cbsa2024a.txt
2024,cbsa,33300,Milledgeville  GA,,,,33300,100,202,0.495,33965,102,11276,45241,,,,100.0,100.0,100.0,cbsa2024a.txt
2004,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,3840,5902,0.6506,914589,2062,174229,1088818,-99.0,-2.51,,7779.0,,,ma2004a.txt
2005,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,3361,5444,0.6174,854356,2083,232676,1087032,-479.0,-12.47,,11140.0,,,ma2005a.txt
2006,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,2624,4290,0.6117,715452,1666,137469,852921,-737.0,-21.93,3275.0,13764.0,,,ma2006a.txt
2007,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,2082,3266,0.6375,575517,1184,174243,749760,-542.0,-20.66,2689.0,15846.0,,,ma2007a.txt
2008,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,1215,2425,0.501,356641,1210,121938,478579,-867.0,-41.64,1973.7,17061.0,,,ma2008a.txt
2009,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,875,1427,0.6132,252154,552,47351,299505,-340.0,-27.98,1390.7,17936.0,,,ma2009a.txt
2010,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,955,1929,0.4951,261284,974,109930,371214,80.0,9.14,1015.0,18891.0,955.0,,ma2010a.txt
2011,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,900,1578,0.5703,249706,678,61187,310893,-55.0,-5.76,910.0,19791.0,1855.0,,ma2011a.txt
2012,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,1035,1764,0.5867,303702,729,88036,391738,135.0,15.0,963.3,20826.0,2890.0,,ma2012a.txt
2013,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,1275,1949,0.6542,393990,674,57390,451380,240.0,23.19,1070.0,22101.0,4165.0,,ma2013a.txt
2014,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,1257,2355,0.5338,396525,1098,97543,494068,-18.0,-1.41,1189.0,23358.0,5422.0,,ma2014a.txt
2015,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,1369,3001,0.4562,438614,1632,195793,634407,112.0,8.91,1300.3,24727.0,6791.0,,ma2015a.txt
2016,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,1650,3992,0.4133,551172,2342,280232,831404,281.0,20.53,1425.3,26377.0,8441.0,,ma2016a.txt
2017,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,1559,3644,0.4278,546677,2085,204065,750742,-91.0,-5.52,1526.0,27936.0,10000.0,,ma2017a.txt
2018,cbsa,33340,Milwaukee-Waukesha-West Allis  WI,,,,33340,1712,3769,0.4542,597564,2057,205956,803520,153.0,9.81,1640.3,29648.0,11712.0,,ma2018a.txt
2019,cbsa,33340,Milwaukee-Waukesha  WI,,,,33340,1494,2419,0.6176,555337,925,108320,663657,-218.0,-12.73,1588.3,31142.0,13206.0,,ma2019a.txt
2020,cbsa,33340,Milwaukee-Waukesha  WI,,,,33340,1571,2698,0.5823,601886,1127,173930,775816,77.0,5.15,1592.3,32713.0,14777.0,1571.0,ma2020a.txt
2021,cbsa,33340,Milwaukee-Waukesha  WI,,,,33340,1779,2929,0.6074,770488,1150,198764,969252,208.0,13.24,1614.7,34492.0,16556.0,3350.0,ma2021a.txt
2022,cbsa,33340,Milwaukee-Waukesha  WI,,,,33340,1563,3172,0.4927,694033,1609,320128,1014161,-216.0,-12.14,1637.7,36055.0,18119.0,4913.0,ma2022a.txt
2023,cbsa,33340,Milwaukee-Waukesha  WI,,,,33340,1408,2844,0.4951,653521,1436,261600,915121,-155.0,-9.92,1583.3,37463.0,19527.0,6321.0,ma2023a.txt
2024,cbsa,33340,Milwaukee-Waukesha  WI,,,,33340,1712,4058,0.4219,905594,2346,430409,1336003,304.0,21.59,1561.0,39175.0,21239.0,8033.0,cbsa2024a.txt
2024,cbsa,33380,Minden  LA,,,,33380,35,35,1.0,8591,0,0,8591,,,,35.0,35.0,35.0,cbsa2024a.txt
2024,cbsa,33420,Mineral Wells  TX,,,,33420,22,24,0.9167,6327,2,310,6637,,,,22.0,22.0,22.0,cbsa2024a.txt
2004,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,20212,27714,0.7293,3861373,7502,818503,4679876,-166.0,-0.81,,40590.0,,,ma2004a.txt
2005,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,17062,22069,0.7731,3529927,5007,740933,4270860,-3150.0,-15.58,,57652.0,,,ma2005a.txt
2006,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,11889,15712,0.7567,2718279,3823,549673,3267952,-5173.0,-30.32,16387.7,69541.0,,,ma2006a.txt
2007,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,7581,9982,0.7595,1862541,2401,304044,2166585,-4308.0,-36.24,12177.3,77122.0,,,ma2007a.txt
2008,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,4161,5781,0.7198,1058933,1620,207203,1266136,-3420.0,-45.11,7877.0,81283.0,,,ma2008a.txt
2009,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,3629,4670,0.7771,883403,1041,127596,1010999,-532.0,-12.79,5123.7,84912.0,,,ma2009a.txt
2010,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,3805,5726,0.6645,975775,1921,206380,1182155,176.0,4.85,3865.0,88717.0,3805.0,,ma2010a.txt
2011,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,3756,5148,0.7296,1007796,1392,157496,1165292,-49.0,-1.29,3730.0,92473.0,7561.0,,ma2011a.txt
2012,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,5750,11493,0.5003,1585117,5743,701869,2286986,1994.0,53.09,4437.0,98223.0,13311.0,,ma2012a.txt
2013,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,7174,12033,0.5962,2078885,4859,713785,2792670,1424.0,24.77,5560.0,105397.0,20485.0,,ma2013a.txt
2014,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,6689,11425,0.5855,2035468,4736,691168,2726636,-485.0,-6.76,6537.7,112086.0,27174.0,,ma2014a.txt
2015,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,6770,11673,0.58,2059546,4903,801817,2861363,81.0,1.21,6877.7,118856.0,33944.0,,ma2015a.txt
2016,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,7889,14160,0.5571,2409125,6271,937464,3346589,1119.0,16.53,7116.0,126745.0,41833.0,,ma2016a.txt
2017,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,8782,15100,0.5816,2589394,6318,979821,3569215,893.0,11.32,7813.7,135527.0,50615.0,,ma2017a.txt
2018,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,8985,18206,0.4935,2720407,9221,1586279,4306686,203.0,2.31,8552.0,144512.0,59600.0,,ma2018a.txt
2019,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,9610,22414,0.4287,2928967,12804,2022253,4951220,625.0,6.96,9125.7,154122.0,69210.0,,ma2019a.txt
2020,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,10277,22341,0.46,3172152,12064,1789941,4962093,667.0,6.94,9624.0,164399.0,79487.0,10277.0,ma2020a.txt
2021,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,11734,26077,0.45,3877343,14343,2277516,6154859,1457.0,14.18,10540.3,176133.0,91221.0,22011.0,ma2021a.txt
2022,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,9114,23725,0.3842,3218868,14611,2698592,5917460,-2620.0,-22.33,10375.0,185247.0,100335.0,31125.0,ma2022a.txt
2023,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,8245,18633,0.4425,2984602,10388,2025243,5009845,-869.0,-9.53,9697.7,193492.0,108580.0,39370.0,ma2023a.txt
2024,cbsa,33460,Minneapolis-St. Paul-Bloomington  MN-WI,,,,33460,9300,14022,0.6632,3530924,4722,1002459,4533383,1055.0,12.8,8886.3,202792.0,117880.0,48670.0,cbsa2024a.txt
2024,cbsa,33500,Minot  ND,,,,33500,121,141,0.8582,31526,20,1314,32840,,,,121.0,121.0,121.0,cbsa2024a.txt
2004,cbsa,33540,Missoula  MT,,,,33540,400,588,0.6803,32455,188,8362,40817,-28.0,-6.54,,828.0,,,ma2004a.txt
2005,cbsa,33540,Missoula  MT,,,,33540,491,638,0.7696,48829,147,7626,56455,91.0,22.75,,1319.0,,,ma2005a.txt
2006,cbsa,33540,Missoula  MT,,,,33540,403,518,0.778,49527,115,6042,55569,-88.0,-17.92,431.3,1722.0,,,ma2006a.txt
2007,cbsa,33540,Missoula  MT,,,,33540,513,667,0.7691,71234,154,9789,81023,110.0,27.3,469.0,2235.0,,,ma2007a.txt
2008,cbsa,33540,Missoula  MT,,,,33540,323,439,0.7358,45168,116,6204,51372,-190.0,-37.04,413.0,2558.0,,,ma2008a.txt
2009,cbsa,33540,Missoula  MT,,,,33540,207,225,0.92,27708,18,956,28664,-116.0,-35.91,347.7,2765.0,,,ma2009a.txt
2010,cbsa,33540,Missoula  MT,,,,33540,190,368,0.5163,26586,178,8923,35509,-17.0,-8.21,240.0,2955.0,190.0,,ma2010a.txt
2011,cbsa,33540,Missoula  MT,,,,33540,132,563,0.2345,19015,431,21324,40339,-58.0,-30.53,176.3,3087.0,322.0,,ma2011a.txt
2012,cbsa,33540,Missoula  MT,,,,33540,179,337,0.5312,25574,158,6253,31827,47.0,35.61,167.0,3266.0,501.0,,ma2012a.txt
2013,cbsa,33540,Missoula  MT,,,,33540,251,569,0.4411,38663,318,12982,51645,72.0,40.22,187.3,3517.0,752.0,,ma2013a.txt
2014,cbsa,33540,Missoula  MT,,,,33540,227,578,0.3927,34656,351,14580,49236,-24.0,-9.56,219.0,3744.0,979.0,,ma2014a.txt
2015,cbsa,33540,Missoula  MT,,,,33540,292,574,0.5087,35610,282,12303,47913,65.0,28.63,256.7,4036.0,1271.0,,ma2015a.txt
2016,cbsa,33540,Missoula  MT,,,,33540,361,930,0.3882,52357,569,37837,90194,69.0,23.63,293.3,4397.0,1632.0,,ma2016a.txt
2017,cbsa,33540,Missoula  MT,,,,33540,395,972,0.4064,75898,577,63292,139190,34.0,9.42,349.3,4792.0,2027.0,,ma2017a.txt
2018,cbsa,33540,Missoula  MT,,,,33540,459,689,0.6662,98812,230,21782,120594,64.0,16.2,405.0,5251.0,2486.0,,ma2018a.txt
2019,cbsa,33540,Missoula  MT,,,,33540,422,664,0.6355,94225,242,20587,114812,-37.0,-8.06,425.3,5673.0,2908.0,,ma2019a.txt
2020,cbsa,33540,Missoula  MT,,,,33540,421,789,0.5336,93437,368,38270,131707,-1.0,-0.24,434.0,6094.0,3329.0,421.0,ma2020a.txt
2021,cbsa,33540,Missoula  MT,,,,33540,436,1798,0.2425,89719,1362,174884,264603,15.0,3.56,426.3,6530.0,3765.0,857.0,ma2021a.txt
2022,cbsa,33540,Missoula  MT,,,,33540,347,1078,0.3219,97069,731,81927,178996,-89.0,-20.41,401.3,6877.0,4112.0,1204.0,ma2022a.txt
2023,cbsa,33540,Missoula  MT,,,,33540,309,656,0.471,94096,347,51153,145249,-38.0,-10.95,364.0,7186.0,4421.0,1513.0,ma2023a.txt
2024,cbsa,33540,Missoula  MT,,,,33540,384,777,0.4942,113853,393,67452,181305,75.0,24.27,346.7,7570.0,4805.0,1897.0,cbsa2024a.txt
2024,cbsa,33580,Mitchell  SD,,,,33580,58,74,0.7838,17303,16,2566,19869,,,,58.0,58.0,58.0,cbsa2024a.txt
2024,cbsa,33620,Moberly  MO,,,,33620,21,25,0.84,5080,4,400,5480,,,,21.0,21.0,21.0,cbsa2024a.txt
2004,cbsa,33660,Mobile  AL,,,,33660,1749,2370,0.738,185626,621,34401,220027,84.0,5.05,,3414.0,,,ma2004a.txt
2005,cbsa,33660,Mobile  AL,,,,33660,1861,2183,0.8525,208063,322,42538,250601,112.0,6.4,,5275.0,,,ma2005a.txt
2006,cbsa,33660,Mobile  AL,,,,33660,2316,2777,0.834,252751,461,27994,280745,455.0,24.45,1975.3,7591.0,,,ma2006a.txt
2007,cbsa,33660,Mobile  AL,,,,33660,1828,2484,0.7359,208911,656,49763,258674,-488.0,-21.07,2001.7,9419.0,,,ma2007a.txt
2008,cbsa,33660,Mobile  AL,,,,33660,1434,2416,0.5935,168252,982,61262,229514,-394.0,-21.55,1859.3,10853.0,,,ma2008a.txt
2009,cbsa,33660,Mobile  AL,,,,33660,1217,2635,0.4619,129103,1418,76024,205127,-217.0,-15.13,1493.0,12070.0,,,ma2009a.txt
2010,cbsa,33660,Mobile  AL,,,,33660,895,1026,0.8723,113374,131,12467,125841,-322.0,-26.46,1182.0,12965.0,895.0,,ma2010a.txt
