year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,yoy_change_units,yoy_percent_change,rolling_3yr_avg,cumulative_sfh_2000_2025,cumulative_sfh_2010_2025,cumulative_sfh_2020_2025,source_file
2023,cbsa,19140,Dalton  GA,,,,19140,366,496,0.7379,69531,130,12539,82070,-10.0,-2.66,376.3,6738.0,3065.0,1539.0,ma2023a.txt
2024,cbsa,19140,Dalton  GA,,,,19140,377,515,0.732,75694,138,13163,88857,11.0,3.01,373.0,7115.0,3442.0,1916.0,cbsa2024a.txt
2004,cbsa,19180,Danville  IL,,,,19180,46,122,0.377,6023,76,5000,11023,-20.0,-30.3,,112.0,,,ma2004a.txt
2005,cbsa,19180,Danville  IL,,,,19180,45,45,1.0,6241,0,0,6241,-1.0,-2.17,,157.0,,,ma2005a.txt
2006,cbsa,19180,Danville  IL,,,,19180,35,35,1.0,4752,0,0,4752,-10.0,-22.22,42.0,192.0,,,ma2006a.txt
2007,cbsa,19180,Danville  IL,,,,19180,23,47,0.4894,2464,24,1560,4024,-12.0,-34.29,34.3,215.0,,,ma2007a.txt
2008,cbsa,19180,Danville  IL,,,,19180,12,12,1.0,1363,0,0,1363,-11.0,-47.83,23.3,227.0,,,ma2008a.txt
2009,cbsa,19180,Danville  IL,,,,19180,10,10,1.0,1002,0,0,1002,-2.0,-16.67,15.0,237.0,,,ma2009a.txt
2010,cbsa,19180,Danville  IL,,,,19180,10,13,0.7692,1184,3,200,1384,0.0,0.0,10.7,247.0,10.0,,ma2010a.txt
2011,cbsa,19180,Danville  IL,,,,19180,10,12,0.8333,1836,2,200,2036,0.0,0.0,10.0,257.0,20.0,,ma2011a.txt
2012,cbsa,19180,Danville  IL,,,,19180,9,13,0.6923,907,4,258,1165,-1.0,-10.0,9.7,266.0,29.0,,ma2012a.txt
2013,cbsa,19180,Danville  IL,,,,19180,2,21,0.0952,260,19,980,1240,-7.0,-77.78,7.0,268.0,31.0,,ma2013a.txt
2014,cbsa,19180,Danville  IL,,,,19180,6,6,1.0,922,0,0,922,4.0,200.0,5.7,274.0,37.0,,ma2014a.txt
2015,cbsa,19180,Danville  IL,,,,19180,10,10,1.0,1340,0,0,1340,4.0,66.67,6.0,284.0,47.0,,ma2015a.txt
2016,cbsa,19180,Danville  IL,,,,19180,10,10,1.0,1406,0,0,1406,0.0,0.0,8.7,294.0,57.0,,ma2016a.txt
2017,cbsa,19180,Danville  IL,,,,19180,54,104,0.5192,10389,50,3500,13889,44.0,440.0,24.7,348.0,111.0,,ma2017a.txt
2018,cbsa,19180,Danville  IL,,,,19180,11,65,0.1692,1670,54,4600,6270,-43.0,-79.63,25.0,359.0,122.0,,ma2018a.txt
2019,cbsa,19180,Danville  IL,,,,19180,12,12,1.0,1782,0,0,1782,1.0,9.09,25.7,371.0,134.0,,ma2019a.txt
2020,cbsa,19180,Danville  IL,,,,19180,7,7,1.0,1277,0,0,1277,-5.0,-41.67,10.0,378.0,141.0,7.0,ma2020a.txt
2021,cbsa,19180,Danville  IL,,,,19180,6,6,1.0,1103,0,0,1103,-1.0,-14.29,8.3,384.0,147.0,13.0,ma2021a.txt
2022,cbsa,19180,Danville  IL,,,,19180,2,2,1.0,400,0,0,400,-4.0,-66.67,5.0,386.0,149.0,15.0,ma2022a.txt
2023,cbsa,19180,Danville  IL,,,,19180,8,8,1.0,2159,0,0,2159,6.0,300.0,5.3,394.0,157.0,23.0,ma2023a.txt
2024,cbsa,19180,Danville  IL,,,,19180,4,4,1.0,1879,0,0,1879,-4.0,-50.0,4.7,398.0,161.0,27.0,cbsa2024a.txt
2024,cbsa,19220,Danville  KY,,,,19220,168,176,0.9545,37843,8,818,38661,,,,168.0,168.0,168.0,cbsa2024a.txt
2004,cbsa,19260,Danville  VA,,,,19260,283,378,0.7487,35910,95,3816,39726,6.0,2.17,,560.0,,,ma2004a.txt
2005,cbsa,19260,Danville  VA,,,,19260,283,310,0.9129,36612,27,1305,37917,0.0,0.0,,843.0,,,ma2005a.txt
2006,cbsa,19260,Danville  VA,,,,19260,277,300,0.9233,34371,23,1286,35657,-6.0,-2.12,281.0,1120.0,,,ma2006a.txt
2007,cbsa,19260,Danville  VA,,,,19260,174,288,0.6042,21792,114,3500,25292,-103.0,-37.18,244.7,1294.0,,,ma2007a.txt
2008,cbsa,19260,Danville  VA,,,,19260,137,152,0.9013,16919,15,885,17804,-37.0,-21.26,196.0,1431.0,,,ma2008a.txt
2009,cbsa,19260,Danville  VA,,,,19260,83,127,0.6535,11500,44,2897,14397,-54.0,-39.42,131.3,1514.0,,,ma2009a.txt
2010,cbsa,19260,Danville  VA,,,,19260,135,160,0.8438,15966,25,1476,17442,52.0,62.65,118.3,1649.0,135.0,,ma2010a.txt
2011,cbsa,19260,Danville  VA,,,,19260,87,142,0.6127,10540,55,3246,13786,-48.0,-35.56,101.7,1736.0,222.0,,ma2011a.txt
2012,cbsa,19260,Danville  VA,,,,19260,112,161,0.6957,16694,49,2483,19177,25.0,28.74,111.3,1848.0,334.0,,ma2012a.txt
2013,cbsa,19260,Danville  VA,,,,19260,151,196,0.7704,21450,45,2306,23756,39.0,34.82,116.7,1999.0,485.0,,ma2013a.txt
2024,cbsa,19260,Danville  VA,,,,19260,86,86,1.0,19073,0,0,19073,,,,2085.0,571.0,86.0,cbsa2024a.txt
2014,cbsa,19300,Daphne-Fairhope-Foley  AL,,,,19300,1364,1384,0.9855,263359,20,1567,264926,,,,1364.0,1364.0,,ma2014a.txt
2015,cbsa,19300,Daphne-Fairhope-Foley  AL,,,,19300,1622,2203,0.7363,302577,581,58813,361390,258.0,18.91,,2986.0,2986.0,,ma2015a.txt
2016,cbsa,19300,Daphne-Fairhope-Foley  AL,,,,19300,2137,2520,0.848,399000,383,91227,490227,515.0,31.75,1707.7,5123.0,5123.0,,ma2016a.txt
2017,cbsa,19300,Daphne-Fairhope-Foley  AL,,,,19300,2207,2417,0.9131,449822,210,10367,460189,70.0,3.28,1988.7,7330.0,7330.0,,ma2017a.txt
2018,cbsa,19300,Daphne-Fairhope-Foley  AL,,,,19300,2459,3047,0.807,502078,588,113167,615245,252.0,11.42,2267.7,9789.0,9789.0,,ma2018a.txt
2019,cbsa,19300,Daphne-Fairhope-Foley  AL,,,,19300,2740,3150,0.8698,571399,410,50569,621968,281.0,11.43,2468.7,12529.0,12529.0,,ma2019a.txt
2020,cbsa,19300,Daphne-Fairhope-Foley  AL,,,,19300,3395,3614,0.9394,817322,219,37315,854637,655.0,23.91,2864.7,15924.0,15924.0,3395.0,ma2020a.txt
2021,cbsa,19300,Daphne-Fairhope-Foley  AL,,,,19300,3315,3705,0.8947,817672,390,26652,844324,-80.0,-2.36,3150.0,19239.0,19239.0,6710.0,ma2021a.txt
2022,cbsa,19300,Daphne-Fairhope-Foley  AL,,,,19300,3141,3417,0.9192,915169,276,24750,939919,-174.0,-5.25,3283.7,22380.0,22380.0,9851.0,ma2022a.txt
2023,cbsa,19300,Daphne-Fairhope-Foley  AL,,,,19300,3316,4363,0.76,1025069,1047,144524,1169593,175.0,5.57,3257.3,25696.0,25696.0,13167.0,ma2023a.txt
2024,cbsa,19300,Daphne-Fairhope-Foley  AL,,,,19300,3394,3883,0.8741,1101018,489,122630,1223648,78.0,2.35,3283.7,29090.0,29090.0,16561.0,cbsa2024a.txt
2004,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,929,1270,0.7315,142677,341,23616,166293,2.0,0.22,,1856.0,,,ma2004a.txt
2005,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,1038,1477,0.7028,167549,439,29803,197352,109.0,11.73,,2894.0,,,ma2005a.txt
2006,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,851,1155,0.7368,145485,304,20458,165943,-187.0,-18.02,939.3,3745.0,,,ma2006a.txt
2007,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,688,1190,0.5782,122098,502,26465,148563,-163.0,-19.15,859.0,4433.0,,,ma2007a.txt
2008,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,421,487,0.8645,78468,66,4316,82784,-267.0,-38.81,653.3,4854.0,,,ma2008a.txt
2009,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,371,727,0.5103,66853,356,30903,97756,-50.0,-11.88,493.3,5225.0,,,ma2009a.txt
2010,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,422,702,0.6011,74184,280,22569,96753,51.0,13.75,404.7,5647.0,422.0,,ma2010a.txt
2011,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,577,635,0.9087,96771,58,4880,101651,155.0,36.73,456.7,6224.0,999.0,,ma2011a.txt
2012,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,545,686,0.7945,92596,141,10140,102736,-32.0,-5.55,514.7,6769.0,1544.0,,ma2012a.txt
2013,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,510,617,0.8266,107206,107,12689,119895,-35.0,-6.42,544.0,7279.0,2054.0,,ma2013a.txt
2014,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,458,655,0.6992,106787,197,25382,132169,-52.0,-10.2,504.3,7737.0,2512.0,,ma2014a.txt
2015,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,431,751,0.5739,94390,320,28246,122636,-27.0,-5.9,466.3,8168.0,2943.0,,ma2015a.txt
2016,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,482,647,0.745,112917,165,13774,126691,51.0,11.83,457.0,8650.0,3425.0,,ma2016a.txt
2017,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,443,750,0.5907,99805,307,27868,127673,-39.0,-8.09,452.0,9093.0,3868.0,,ma2017a.txt
2018,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,490,559,0.8766,108793,69,5074,113867,47.0,10.61,471.7,9583.0,4358.0,,ma2018a.txt
2019,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,533,801,0.6654,111433,268,28745,140178,43.0,8.78,488.7,10116.0,4891.0,,ma2019a.txt
2020,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,431,582,0.7405,99902,151,26193,126095,-102.0,-19.14,484.7,10547.0,5322.0,431.0,ma2020a.txt
2021,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,436,629,0.6932,113400,193,25406,138806,5.0,1.16,466.7,10983.0,5758.0,867.0,ma2021a.txt
2022,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,416,597,0.6968,112181,181,28549,140730,-20.0,-4.59,427.7,11399.0,6174.0,1283.0,ma2022a.txt
2023,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,366,614,0.5961,99630,248,28836,128466,-50.0,-12.02,406.0,11765.0,6540.0,1649.0,ma2023a.txt
2024,cbsa,19340,Davenport-Moline-Rock Island  IA-IL,,,,19340,401,965,0.4155,115366,564,82705,198071,35.0,9.56,394.3,12166.0,6941.0,2050.0,cbsa2024a.txt
2004,cbsa,19380,Dayton  OH,,,,19380,2600,3160,0.8228,486375,560,49486,535861,-226.0,-8.0,,5426.0,,,ma2004a.txt
2005,cbsa,19380,Dayton  OH,,,,19380,2727,3155,0.8643,507964,428,33160,541124,127.0,4.88,,8153.0,,,ma2005a.txt
2006,cbsa,19380,Dayton  OH,,,,19380,1839,2131,0.863,377025,292,22538,399563,-888.0,-32.56,2388.7,9992.0,,,ma2006a.txt
2007,cbsa,19380,Dayton  OH,,,,19380,1501,1577,0.9518,349444,76,7161,356605,-338.0,-18.38,2022.3,11493.0,,,ma2007a.txt
2008,cbsa,19380,Dayton  OH,,,,19380,1000,1241,0.8058,210214,241,37742,247956,-501.0,-33.38,1446.7,12493.0,,,ma2008a.txt
2009,cbsa,19380,Dayton  OH,,,,19380,770,848,0.908,163084,78,10864,173948,-230.0,-23.0,1090.3,13263.0,,,ma2009a.txt
2010,cbsa,19380,Dayton  OH,,,,19380,674,758,0.8892,169799,84,8753,178552,-96.0,-12.47,814.7,13937.0,674.0,,ma2010a.txt
2011,cbsa,19380,Dayton  OH,,,,19380,737,752,0.9801,173869,15,1299,175168,63.0,9.35,727.0,14674.0,1411.0,,ma2011a.txt
2012,cbsa,19380,Dayton  OH,,,,19380,911,1136,0.8019,204945,225,27557,232502,174.0,23.61,774.0,15585.0,2322.0,,ma2012a.txt
2013,cbsa,19380,Dayton  OH,,,,19380,815,850,0.9588,209236,35,4297,213533,-96.0,-10.54,821.0,16400.0,3137.0,,ma2013a.txt
2014,cbsa,19380,Dayton  OH,,,,19380,743,779,0.9538,215257,36,3593,218850,-72.0,-8.83,823.0,17143.0,3880.0,,ma2014a.txt
2015,cbsa,19380,Dayton  OH,,,,19380,857,980,0.8745,240576,123,13154,253730,114.0,15.34,805.0,18000.0,4737.0,,ma2015a.txt
2016,cbsa,19380,Dayton  OH,,,,19380,957,1282,0.7465,268303,325,51761,320064,100.0,11.67,852.3,18957.0,5694.0,,ma2016a.txt
2017,cbsa,19380,Dayton  OH,,,,19380,1083,1251,0.8657,322182,168,46903,369085,126.0,13.17,965.7,20040.0,6777.0,,ma2017a.txt
2018,cbsa,19380,Dayton  OH,,,,19380,1138,1577,0.7216,358945,439,53182,412127,55.0,5.08,1059.3,21178.0,7915.0,,ma2018a.txt
2019,cbsa,19430,Dayton-Kettering  OH,,,,19430,1071,1231,0.87,350554,160,30045,380599,,,,1071.0,1071.0,,ma2019a.txt
2020,cbsa,19430,Dayton-Kettering  OH,,,,19430,1146,1699,0.6745,369552,553,67447,436999,75.0,7.0,,2217.0,2217.0,1146.0,ma2020a.txt
2021,cbsa,19430,Dayton-Kettering  OH,,,,19430,1521,2039,0.746,555798,518,71740,627538,375.0,32.72,1246.0,3738.0,3738.0,2667.0,ma2021a.txt
2022,cbsa,19430,Dayton-Kettering  OH,,,,19430,1262,2265,0.5572,465856,1003,117243,583099,-259.0,-17.03,1309.7,5000.0,5000.0,3929.0,ma2022a.txt
2023,cbsa,19430,Dayton-Kettering  OH,,,,19430,1120,1766,0.6342,462403,646,86056,548459,-142.0,-11.25,1301.0,6120.0,6120.0,5049.0,ma2023a.txt
2024,cbsa,19430,Dayton-Kettering-Beavercreek  OH,,,,19430,1298,2056,0.6313,512010,758,120390,632400,178.0,15.89,1226.7,7418.0,7418.0,6347.0,cbsa2024a.txt
2004,cbsa,19460,Decatur  AL,,,,19460,374,374,1.0,49538,0,0,49538,-49.0,-11.58,,797.0,,,ma2004a.txt
2005,cbsa,19460,Decatur  AL,,,,19460,400,400,1.0,63806,0,0,63806,26.0,6.95,,1197.0,,,ma2005a.txt
2006,cbsa,19460,Decatur  AL,,,,19460,336,336,1.0,46030,0,0,46030,-64.0,-16.0,370.0,1533.0,,,ma2006a.txt
2007,cbsa,19460,Decatur  AL,,,,19460,403,467,0.863,60540,64,6415,66955,67.0,19.94,379.7,1936.0,,,ma2007a.txt
2008,cbsa,19460,Decatur  AL,,,,19460,183,195,0.9385,30248,12,400,30648,-220.0,-54.59,307.3,2119.0,,,ma2008a.txt
2009,cbsa,19460,Decatur  AL,,,,19460,93,93,1.0,13999,0,0,13999,-90.0,-49.18,226.3,2212.0,,,ma2009a.txt
2010,cbsa,19460,Decatur  AL,,,,19460,145,165,0.8788,23748,20,2627,26375,52.0,55.91,140.3,2357.0,145.0,,ma2010a.txt
2011,cbsa,19460,Decatur  AL,,,,19460,103,103,1.0,16734,0,0,16734,-42.0,-28.97,113.7,2460.0,248.0,,ma2011a.txt
2012,cbsa,19460,Decatur  AL,,,,19460,142,142,1.0,22150,0,0,22150,39.0,37.86,130.0,2602.0,390.0,,ma2012a.txt
2013,cbsa,19460,Decatur  AL,,,,19460,140,140,1.0,23048,0,0,23048,-2.0,-1.41,128.3,2742.0,530.0,,ma2013a.txt
2014,cbsa,19460,Decatur  AL,,,,19460,136,136,1.0,22527,0,0,22527,-4.0,-2.86,139.3,2878.0,666.0,,ma2014a.txt
2015,cbsa,19460,Decatur  AL,,,,19460,131,139,0.9424,20490,8,440,20930,-5.0,-3.68,135.7,3009.0,797.0,,ma2015a.txt
2016,cbsa,19460,Decatur  AL,,,,19460,190,194,0.9794,32986,4,440,33426,59.0,45.04,152.3,3199.0,987.0,,ma2016a.txt
2017,cbsa,19460,Decatur  AL,,,,19460,160,160,1.0,28314,0,0,28314,-30.0,-15.79,160.3,3359.0,1147.0,,ma2017a.txt
2018,cbsa,19460,Decatur  AL,,,,19460,152,152,1.0,27606,0,0,27606,-8.0,-5.0,167.3,3511.0,1299.0,,ma2018a.txt
2019,cbsa,19460,Decatur  AL,,,,19460,177,177,1.0,33149,0,0,33149,25.0,16.45,163.0,3688.0,1476.0,,ma2019a.txt
2020,cbsa,19460,Decatur  AL,,,,19460,216,224,0.9643,46330,8,800,47130,39.0,22.03,181.7,3904.0,1692.0,216.0,ma2020a.txt
2021,cbsa,19460,Decatur  AL,,,,19460,226,226,1.0,59185,0,0,59185,10.0,4.63,206.3,4130.0,1918.0,442.0,ma2021a.txt
2022,cbsa,19460,Decatur  AL,,,,19460,275,279,0.9857,75088,4,180,75268,49.0,21.68,239.0,4405.0,2193.0,717.0,ma2022a.txt
2023,cbsa,19460,Decatur  AL,,,,19460,307,319,0.9624,77748,12,540,78288,32.0,11.64,269.3,4712.0,2500.0,1024.0,ma2023a.txt
2024,cbsa,19460,Decatur  AL,,,,19460,234,234,1.0,51650,0,0,51650,-73.0,-23.78,272.0,4946.0,2734.0,1258.0,cbsa2024a.txt
2004,cbsa,19500,Decatur  IL,,,,19500,324,357,0.9076,49101,33,2013,51114,-114.0,-26.03,,762.0,,,ma2004a.txt
2005,cbsa,19500,Decatur  IL,,,,19500,226,306,0.7386,40585,80,7723,48308,-98.0,-30.25,,988.0,,,ma2005a.txt
2006,cbsa,19500,Decatur  IL,,,,19500,325,411,0.7908,48166,86,6512,54678,99.0,43.81,291.7,1313.0,,,ma2006a.txt
2007,cbsa,19500,Decatur  IL,,,,19500,134,146,0.9178,32062,12,1275,33337,-191.0,-58.77,228.3,1447.0,,,ma2007a.txt
2008,cbsa,19500,Decatur  IL,,,,19500,174,453,0.3841,28654,279,9515,38169,40.0,29.85,211.0,1621.0,,,ma2008a.txt
2009,cbsa,19500,Decatur  IL,,,,19500,93,93,1.0,21754,0,0,21754,-81.0,-46.55,133.7,1714.0,,,ma2009a.txt
2010,cbsa,19500,Decatur  IL,,,,19500,95,101,0.9406,27818,6,425,28243,2.0,2.15,120.7,1809.0,95.0,,ma2010a.txt
2011,cbsa,19500,Decatur  IL,,,,19500,70,84,0.8333,11081,14,850,11931,-25.0,-26.32,86.0,1879.0,165.0,,ma2011a.txt
2012,cbsa,19500,Decatur  IL,,,,19500,61,79,0.7722,12035,18,1010,13045,-9.0,-12.86,75.3,1940.0,226.0,,ma2012a.txt
2013,cbsa,19500,Decatur  IL,,,,19500,67,79,0.8481,13383,12,600,13983,6.0,9.84,66.0,2007.0,293.0,,ma2013a.txt
2014,cbsa,19500,Decatur  IL,,,,19500,41,53,0.7736,8841,12,700,9541,-26.0,-38.81,56.3,2048.0,334.0,,ma2014a.txt
2015,cbsa,19500,Decatur  IL,,,,19500,45,47,0.9574,10777,2,245,11022,4.0,9.76,51.0,2093.0,379.0,,ma2015a.txt
2016,cbsa,19500,Decatur  IL,,,,19500,56,56,1.0,12547,0,0,12547,11.0,24.44,47.3,2149.0,435.0,,ma2016a.txt
2017,cbsa,19500,Decatur  IL,,,,19500,39,39,1.0,8271,0,0,8271,-17.0,-30.36,46.7,2188.0,474.0,,ma2017a.txt
2018,cbsa,19500,Decatur  IL,,,,19500,35,37,0.9459,8898,2,300,9198,-4.0,-10.26,43.3,2223.0,509.0,,ma2018a.txt
2019,cbsa,19500,Decatur  IL,,,,19500,35,35,1.0,8384,0,0,8384,0.0,0.0,36.3,2258.0,544.0,,ma2019a.txt
2020,cbsa,19500,Decatur  IL,,,,19500,29,31,0.9355,8186,2,280,8466,-6.0,-17.14,33.0,2287.0,573.0,29.0,ma2020a.txt
2021,cbsa,19500,Decatur  IL,,,,19500,31,33,0.9394,8657,2,400,9057,2.0,6.9,31.7,2318.0,604.0,60.0,ma2021a.txt
2022,cbsa,19500,Decatur  IL,,,,19500,21,21,1.0,7523,0,0,7523,-10.0,-32.26,27.0,2339.0,625.0,81.0,ma2022a.txt
2023,cbsa,19500,Decatur  IL,,,,19500,34,34,1.0,11899,0,0,11899,13.0,61.9,28.7,2373.0,659.0,115.0,ma2023a.txt
2024,cbsa,19500,Decatur  IL,,,,19500,39,57,0.6842,14740,18,2413,17153,5.0,14.71,31.3,2412.0,698.0,154.0,cbsa2024a.txt
2024,cbsa,19540,Decatur  IN,,,,19540,81,85,0.9529,21072,4,383,21455,,,,81.0,81.0,81.0,cbsa2024a.txt
2024,cbsa,19580,Defiance  OH,,,,19580,37,46,0.8043,11972,9,1360,13332,,,,37.0,37.0,37.0,cbsa2024a.txt
2024,cbsa,19620,Del Rio  TX,,,,19620,85,85,1.0,20136,0,0,20136,,,,85.0,85.0,85.0,cbsa2024a.txt
2004,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,4820,6436,0.7489,826622,1616,194883,1021505,-213.0,-4.23,,9853.0,,,ma2004a.txt
2005,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,5068,6884,0.7362,904034,1816,318981,1223015,248.0,5.15,,14921.0,,,ma2005a.txt
2006,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,2906,3815,0.7617,617232,909,191553,808785,-2162.0,-42.66,4264.7,17827.0,,,ma2006a.txt
2007,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,1520,2185,0.6957,348221,665,93583,441804,-1386.0,-47.69,3164.7,19347.0,,,ma2007a.txt
2008,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,1031,1366,0.7548,248579,335,35862,284441,-489.0,-32.17,1819.0,20378.0,,,ma2008a.txt
2009,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,586,666,0.8799,153790,80,8071,161861,-445.0,-43.16,1045.7,20964.0,,,ma2009a.txt
2010,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,639,715,0.8937,151502,76,7446,158948,53.0,9.04,752.0,21603.0,639.0,,ma2010a.txt
2011,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,513,1024,0.501,127604,511,59051,186655,-126.0,-19.72,579.3,22116.0,1152.0,,ma2011a.txt
2012,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,760,760,1.0,219667,0,0,219667,247.0,48.15,637.3,22876.0,1912.0,,ma2012a.txt
2013,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,1290,1598,0.8073,391798,308,39840,431638,530.0,69.74,854.3,24166.0,3202.0,,ma2013a.txt
2014,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,1749,1921,0.9105,542464,172,14473,556937,459.0,35.58,1266.3,25915.0,4951.0,,ma2014a.txt
2015,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,1903,2047,0.9297,604486,144,14736,619222,154.0,8.81,1647.3,27818.0,6854.0,,ma2015a.txt
2016,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,2280,2696,0.8457,704191,416,34949,739140,377.0,19.81,1977.3,30098.0,9134.0,,ma2016a.txt
2017,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,2908,3054,0.9522,886693,146,34413,921106,628.0,27.54,2363.7,33006.0,12042.0,,ma2017a.txt
2018,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,3382,3859,0.8764,982006,477,86110,1068116,474.0,16.3,2856.7,36388.0,15424.0,,ma2018a.txt
2019,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,3772,4753,0.7936,1108974,981,130206,1239180,390.0,11.53,3354.0,40160.0,19196.0,,ma2019a.txt
2020,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,4906,6443,0.7614,1477231,1537,178686,1655917,1134.0,30.06,4020.0,45066.0,24102.0,4906.0,ma2020a.txt
2021,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,6753,8214,0.8221,1934407,1461,212246,2146653,1847.0,37.65,5143.7,51819.0,30855.0,11659.0,ma2021a.txt
2022,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,6437,8746,0.736,2110651,2309,275598,2386249,-316.0,-4.68,6032.0,58256.0,37292.0,18096.0,ma2022a.txt
2023,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,5343,7082,0.7544,1854909,1739,224076,2078985,-1094.0,-17.0,6177.7,63599.0,42635.0,23439.0,ma2023a.txt
2024,cbsa,19660,Deltona-Daytona Beach-Ormond Beach  FL,,,,19660,5086,5991,0.8489,1923814,905,128795,2052609,-257.0,-4.81,5622.0,68685.0,47721.0,28525.0,cbsa2024a.txt
2024,cbsa,19700,Deming  NM,,,,19700,7,7,1.0,1429,0,0,1429,,,,7.0,7.0,7.0,cbsa2024a.txt
2004,cbsa,19740,Denver-Aurora  CO,,,,19740,18599,21836,0.8518,3493060,3237,289486,3782546,4437.0,31.33,,32761.0,,,ma2004a.txt
2005,cbsa,19740,Denver-Aurora  CO,,,,19740,17745,20849,0.8511,3784143,3104,298929,4083072,-854.0,-4.59,,50506.0,,,ma2005a.txt
2006,cbsa,19740,Denver-Aurora  CO,,,,19740,13166,18070,0.7286,2979576,4904,561732,3541308,-4579.0,-25.8,16503.3,63672.0,,,ma2006a.txt
2007,cbsa,19740,Denver-Aurora  CO,,,,19740,7859,14217,0.5528,1947432,6358,655423,2602855,-5307.0,-40.31,12923.3,71531.0,,,ma2007a.txt
2008,cbsa,19740,Denver-Aurora-Broomfield  CO,,,,19740,4003,8814,0.4542,1050111,4811,489833,1539944,-3856.0,-49.06,8342.7,75534.0,,,ma2008a.txt
2009,cbsa,19740,Denver-Aurora-Broomfield  CO,,,,19740,2723,4112,0.6622,650954,1389,140727,791681,-1280.0,-31.98,4861.7,78257.0,,,ma2009a.txt
2010,cbsa,19740,Denver-Aurora-Broomfield  CO,,,,19740,3660,5042,0.7259,861779,1382,148972,1010751,937.0,34.41,3462.0,81917.0,3660.0,,ma2010a.txt
2011,cbsa,19740,Denver-Aurora-Broomfield  CO,,,,19740,3630,6673,0.544,922288,3043,272551,1194839,-30.0,-0.82,3337.7,85547.0,7290.0,,ma2011a.txt
2012,cbsa,19740,Denver-Aurora-Broomfield  CO,,,,19740,5606,13760,0.4074,1404551,8154,700190,2104741,1976.0,54.44,4298.7,91153.0,12896.0,,ma2012a.txt
2013,cbsa,19740,Denver-Aurora-Broomfield  CO,,,,19740,6965,15475,0.4501,1839375,8510,907378,2746753,1359.0,24.24,5400.3,98118.0,19861.0,,ma2013a.txt
2014,cbsa,19740,Denver-Aurora-Lakewood  CO,,,,19740,8064,15767,0.5114,2109218,7703,825218,2934436,1099.0,15.78,6878.3,106182.0,27925.0,,ma2014a.txt
2015,cbsa,19740,Denver-Aurora-Lakewood  CO,,,,19740,9324,18326,0.5088,2580962,9002,1159505,3740467,1260.0,15.62,8117.7,115506.0,37249.0,,ma2015a.txt
2016,cbsa,19740,Denver-Aurora-Lakewood  CO,,,,19740,10247,21947,0.4669,2811105,11700,1532168,4343273,923.0,9.9,9211.7,125753.0,47496.0,,ma2016a.txt
